,Busia,Kisumu
0,6.484273434130676,6.57967627648322
1,6.5097193815338565,6.581771395589386
2,6.487370746174096,6.51955563150128
3,6.480575301000738,6.506454783744106
4,6.54795668949815,6.49763756178946
5,6.549507351979704,6.56211437540951
6,6.504827322206012,6.559350383693245
7,6.544519930548691,6.57669190786181
8,6.333078952381815,6.579237560388245
9,6.351968029604088,6.572330308188907
10,6.348159339610958,6.49662038536361
11,6.326456781179954,6.49167602367946
12,6.30475379309067,6.487805195591718
13,6.336876534329248,6.484214794906284
14,6.333496132248131,6.411774645994671
15,6.44080757466837,6.483181679561344
16,6.459829224395914,6.482892873065308
17,6.5521888183429535,6.480495016088001
18,6.557256755296448,6.478106288921558
19,6.472967513574678,6.4731300771899845
20,6.362495507720011,6.46673891651235
21,6.358446097206194,6.462577683530768
22,6.477459806090242,6.456287119379148
23,6.52600340998999,6.4491520556788045
24,6.527799111664322,6.570617331318143
25,6.521873300117559,6.670303782595091
26,6.5682621866316495,6.661800975369369
27,6.755208606620563,6.657465591642711
28,6.8144264820429035,6.945634173046122
29,6.836408044213878,6.932957498327916
30,6.763172859837966,6.92013326781652
31,6.755151279648352,6.91407831466765
32,6.757273450876662,6.912485152253639
33,6.5686053536510105,6.918917142641159
34,6.45524907719179,6.518227407272195
35,6.335859699897743,6.521788702681593
36,6.39597073814894,6.584721772768402
37,6.452166065288748,6.51976849303224
38,6.478555173605915,6.448006211627161
39,6.474503260213176,6.643188497402409
40,6.490188802656174,6.6500181602159065
41,6.587247809928879,6.653739042575744
42,6.499956941318101,6.53518460689575
43,6.395096163241861,6.650732839293765
44,6.283574874774027,6.650189969675248
45,6.212372552833423,6.400567709037956
46,6.209992795585473,6.39645091808487
47,6.35076064995387,6.5179429944415945
48,6.306302535228485,6.478920614188919
49,6.359145339474154,6.508444680415951
50,6.384164618504159,6.518119041353622
51,6.585852906913254,6.509924588244713
52,6.583474574587587,6.50303189297508
53,6.551717638267006,6.498831004249888
54,6.564760051068772,6.492168534934097
55,6.562364558744907,6.493583963703098
56,6.631283818798617,6.490027226012597
57,6.258538428971502,6.490754626020756
58,6.057030870876536,6.358492872173264
59,6.0213704836787825,6.36296813421643
60,5.955502967877606,6.365316822954006
61,5.960273905882792,6.329526296595157
62,5.956033494853461,6.21427134449893
63,6.056329551764917,6.205865617187821
64,6.05218165042742,6.353534422212668
65,6.133655764325432,6.204790482645907
66,6.126954902622973,6.207115453879592
67,6.132401458663641,6.208015661009062
68,5.996663085586993,6.346716910666902
69,5.94231889202038,6.341263476654637
70,6.041642782338404,6.339461562014965
71,6.064048048055822,6.407295653220867
72,6.19304763747439,6.343956828206739
73,6.266651194980059,6.342045789938428
74,6.4511225008960125,6.485114874213098
75,6.477744607422322,6.344612596914546
76,6.470879912437218,6.469188615525719
77,6.490652074375765,6.45838072888218
78,6.551501210703764,6.456960017389824
79,6.604173346422462,6.449801859435565
80,6.590809707238734,6.571208675610823
81,6.5736796800094,6.5680998355525855
82,6.473166649246316,6.564438980404133
83,6.457991137211788,6.555150291213322
