,Bujumbura,Ngozi
0,6.831711555865291,6.460386571184393
1,6.829314736948645,6.406835352772732
2,6.789606543342268,6.391840125994663
3,6.804777198418894,6.296030483522933
4,6.6416082522061375,6.273848186888247
5,6.659550398944849,6.294783285108781
6,6.626008735866095,6.392427514520984
7,6.6419894539775415,6.388299461503785
8,6.649500081062035,6.269464588382725
9,6.648599273855131,6.372081429814081
10,6.612940262058149,6.3003969465061225
11,6.568359229397142,6.120506342938995
12,6.5908872152743605,6.295020733579091
13,6.58308978407871,6.519673742875945
14,6.562845757859206,6.4416763881801264
15,6.598021512628579,6.519407263256823
16,6.565814479014084,6.5203903538998285
17,6.6072390975471516,6.682205652188828
18,6.57633323386622,6.670113371590146
19,6.56434928469996,6.65424869187546
20,6.567516385585666,6.6416697947296495
21,6.553897505127037,6.553897505127037
22,6.54101188514996,6.54101188514996
23,6.567262555187745,6.449479519531361
24,6.563238541335895,6.414818536217622
25,6.532216417257762,6.378461541908261
26,6.560165067690595,6.37080326022368
27,6.519092645376048,6.368019960333542
28,6.551059360118871,6.5124627296421265
29,6.588755294981189,6.445954217953043
30,6.605776806720178,6.516549320956398
31,6.583560273297957,6.506867652509703
32,6.594301393318915,6.591508875447241
33,6.58685742406695,6.446628082758299
34,6.588814356727455,6.5192746885441135
35,6.589359020589508,6.447677623603061
36,6.586142958847989,6.363567750828419
37,6.579514759064343,6.433842118035297
38,6.569733284672292,6.4275111757103085
39,6.556586103503144,6.4123364946585975
40,6.549713223468156,6.475870163674145
41,6.604119515454373,6.538860792629208
42,6.601299775586061,6.538421125648342
43,6.602266781920763,6.5368254892133475
44,6.611578779786718,6.4744889398395555
45,6.609550046995242,6.324049000489821
46,6.617689646198851,6.243342928811339
47,6.625869143584258,6.24830284061415
48,6.626653862364576,6.254981189231674
49,6.6318103144186455,6.341947216020505
50,6.632927414209401,6.2575397613385135
51,6.634048206486979,6.209293439928298
52,6.630406914208195,6.256656369479209
53,6.626774874924381,6.2519820663493
54,6.624352233894867,6.248467125921177
55,6.620303604451678,6.328791157959663
56,6.680884611753697,6.336530152203006
57,6.689850951095116,6.257008302039652
58,6.694717142562465,6.166247054816765
59,6.701662628872733,6.171137041944937
60,6.705549419872702,6.1250332800597125
61,6.515340149394893,6.123522895804605
62,6.371479561986303,6.1882842611437505
63,6.407176191833273,6.2924006772408445
64,6.382394242556285,6.295316360728404
65,6.42737863769142,6.387876194715173
66,6.419946473580604,6.378183745218629
67,6.509398202240473,6.287855932293237
68,6.529703468401219,6.376599142127626
69,6.530331411906939,6.376599142127626
70,6.521976964677472,6.325567986637661
71,6.518046916719541,6.273903548211585
72,6.521803788991553,6.2773116492901835
73,6.526846199265699,6.2855694964183035
74,6.520651218276904,6.277072728548387
75,6.536400838625864,6.347985114597247
76,6.527266458375356,6.296328635334328
77,6.515064879288084,6.367343755987394
78,6.51281920235054,6.363649852873486
79,6.518874025193815,6.3643035657296
80,6.524892407686636,6.247958681786288
81,6.517067355550041,6.304647976523542
