,Kigali,Ruhengeri
0,6.09073394414007,5.813213621947789
1,6.132622644058208,5.809899963020098
2,6.195723984372353,5.565998630249903
3,6.1679370760627785,5.540403243665132
4,6.174606262183899,5.612059180749546
5,6.031654838352989,5.678922080859996
6,6.180116624955396,5.685380660383976
7,6.193356329019902,5.827045976287395
8,6.156871420733855,5.605813449939738
9,6.178700655037468,5.601585196201171
10,6.172196157513219,5.494674294856354
11,6.208600841072602,5.804549160761584
12,5.864419716163516,5.896911203271378
13,5.8467961771826085,5.886068239536137
14,5.834357034290819,5.969562627875629
15,5.804320609309632,5.725988766039724
16,5.8456306081203815,5.793144301235133
17,5.839603705507034,5.885365371973309
18,5.8259096205406555,6.023036726185589
19,5.813412032967254,6.019248857314792
20,5.868805144568038,6.017624374055705
21,6.068554512281822,6.067536700489121
22,6.115875193731333,6.068104917462647
23,6.070204060158513,6.068674618106615
24,5.979594349313185,5.993772259893822
25,5.941639031825922,5.912801970203955
26,5.892688402286606,5.903901266889405
27,5.928026044208325,5.959418756616188
28,5.927277427193226,5.956394825763953
29,5.90822561402794,5.952275649165432
30,5.9270485334741485,6.030813243481567
31,5.9172184276019175,6.035900224312573
32,5.9154805752237865,6.044198305282314
33,5.897768282533173,6.160727962320427
34,5.89938549465219,6.1591854203209255
35,5.915727360489298,5.76177159343919
36,5.884104104839399,5.912575778920711
37,5.900033324337312,5.909434098622017
38,6.108676798474456,5.905307902819664
39,6.1067956465374875,5.89071926244637
40,6.083262452176841,5.885046007533101
41,6.0973959392231665,6.059003508184932
42,6.098276775016104,6.061307584499176
43,6.121226127128531,6.071677381470038
44,6.131955303488407,6.085435287853515
45,6.137087596869932,6.159666166554744
46,6.135424222444101,6.158045356678502
47,6.147040198998871,5.7509560227244725
48,6.1678032677507515,5.903780169615618
49,6.1353745693079285,5.902458565057477
50,6.120536102127001,5.891147034475059
51,6.070197103384754,5.8858695278639335
52,6.188511945939813,5.754875960864952
53,6.220618544647809,5.862250120202743
54,6.121278000307929,5.857796833267144
55,6.194666454094312,5.850939046591927
56,6.114390555628879,5.857831007394825
57,6.107145710389409,5.993283549476262
58,6.096527509615628,5.937696004520118
59,5.95832567966896,5.633588328070851
60,5.948951265414249,5.528804922411252
61,5.859684103370586,5.709600122925881
62,5.704450027419975,5.991774893223915
63,5.699985711592233,5.878150919984036
64,5.7073554231071855,5.861096686347354
65,5.7126011997130615,5.866342462953229
66,5.712417802875138,5.866568482702396
67,5.709347378025289,5.864323480928714
68,5.712150413001078,5.868572647754504
69,5.7685789367499885,5.900907683408751
70,5.806321718115843,5.894875115457288
71,5.714974392916642,5.62558865786655
72,5.778715697125422,5.570762311305188
73,5.919927276580723,5.716099514565805
74,5.70804380569503,5.6993354778032455
75,5.68850401729553,5.750670923712082
76,5.827942054429041,5.705888549649205
77,5.95376740573558,5.731178024565783
78,5.997213569656061,5.726996139497009
79,5.936512306067896,5.758209508868859
80,6.052946940839047,5.801774790427058
81,6.0493481838585055,5.800886824560006
82,6.049909399349216,5.828561575156329
83,5.909532339899531,5.907267333268679
84,5.896794022252494,5.763262629627971
85,5.80823603718836,5.80823603718836
86,5.877369081488164,5.799037238218257
87,5.831095324675373,5.757170050978357
88,5.812233767390674,5.771015811669442
89,5.7913432700809695,5.732502770058035
90,5.851939667113648,5.785674872420951
91,5.905235201021111,5.818029138934011
92,5.82235466383261,5.786700268917317
93,5.826678730337116,5.75435806875749
94,5.816547353131335,5.763321038796345
95,5.686363172841329,5.675781063510792
96,5.65707543746273,5.614574181422755
