,Mulindi,Kabale
0,5.589509970123071,5.864640134535914
1,5.70648899319873,5.860057895725204
2,5.6857133354822675,5.9181962574657865
3,5.687008000043352,6.074722820423918
4,5.6982484395091815,6.075674742172574
5,5.6834240526446616,5.995293085665356
6,5.653666961434248,5.9984969115443585
7,5.53549628937661,6.00169050569505
8,5.540134773629129,6.054123550810641
9,5.517323209622073,6.056735343862079
10,5.479961076831278,5.91234276513152
11,5.448142437678242,5.7393490504576326
12,5.482264507025494,5.8206912352208375
13,5.716619726907178,5.818164011986835
14,5.691209357532352,5.887970814666663
15,5.689966576622054,5.866712099933052
16,5.676788578848956,5.859760650285631
17,5.7075990297872945,5.73312151298501
18,5.69413846817762,5.807270155526661
19,5.5987127220482495,5.813227849686463
20,5.4726911860003185,5.845959002019068
21,5.415826306276996,5.8831635447086805
22,5.3546479571231815,5.883361167610363
23,5.344578863142679,5.876892216654152
24,5.392602716028373,5.875497049611605
25,5.5632704748482,5.938773677414251
26,5.729132097851222,5.931817738769596
27,5.7341933322247485,5.989057916220662
28,5.765184965387797,5.983435180334269
29,6.037523055848596,5.929260879084041
30,6.072717084997715,5.935325499727626
31,5.910030184163604,5.837313889777912
32,5.813610441577315,5.940162341662212
33,5.852316587402514,5.939917966176214
34,5.8047231445329865,5.830155414198442
35,5.805500445920443,5.528757383475383
36,5.784967433928924,5.614042787931312
37,5.938681223365733,5.783957050270508
38,5.671958697928087,5.779707830980365
39,5.7485363887460394,5.68697864322305
40,5.893331973055723,5.602819426509245
41,5.91847138671388,5.603265420379634
42,5.949232202845484,5.598802722299193
43,5.988870920090783,5.691102139147969
44,5.8771073080513725,5.680526165783623
45,5.784196953455086,5.686539010438083
46,5.717498800713425,5.686509541505024
47,5.736393763487657,5.684125539226995
48,5.826298567618601,5.675704892445366
49,5.844604730831082,5.539959184248697
50,5.804949266365403,5.529909584470062
51,5.784991792893838,5.575304755982544
52,5.777950686423047,5.566226000180676
53,5.828272205153281,5.4683989824242465
54,5.821366588083714,5.345191557304439
55,5.813664723599795,5.069893442679584
56,5.645839629851371,5.00812164893342
57,5.638592484291439,4.943603988701015
58,5.651103916244273,4.951709413493983
59,5.825402637837638,4.935198399561458
60,5.797707651520045,4.924819948473324
61,5.80162312171207,4.917143610746762
62,5.82110862112908,4.890087546982564
63,5.859151885047347,4.9227842367180275
64,5.934800399188161,4.929799495233464
65,5.840967381662614,5.097291180167716
66,5.903311530720146,5.098210509666667
67,5.8465085903537135,5.031607754533023
68,5.936377299753068,5.096200574330849
69,5.8095285835549575,5.233089591353161
70,5.836134441152891,5.241004235098581
71,5.797821103514809,5.355034767175152
72,5.810489418922992,5.344647141107389
73,5.784064048256987,5.286030130137388
74,5.791639687040213,5.328698541804271
75,5.769036228404077,5.483428529405349
76,5.815367922708808,5.830167035057341
77,5.860212794972632,5.691784644209972
78,5.88682925436073,5.6922920157620975
79,5.928871070972161,5.700038377160435
80,5.885381488671111,5.739720479067938
81,5.742264482788198,5.85011203155298
82,5.780768642487749,5.851667611676873
83,5.7878639376201315,5.850715738531863
84,5.794815650594725,5.8473346357344775
85,5.773488000814831,5.699239051090859
