,Mulindi,Ruhengeri
0,5.543024706943525,5.813213621947789
1,5.589509970123071,5.809899963020098
2,5.70648899319873,5.565998630249903
3,5.6857133354822675,5.540403243665132
4,5.685585268384761,5.612059180749546
5,5.661559098160208,5.678922080859996
6,5.687008000043352,5.685380660383976
7,5.6982484395091815,5.827045976287395
8,5.6834240526446616,5.605813449939738
9,5.653666961434248,5.601585196201171
10,5.53549628937661,5.494674294856354
11,5.540134773629129,5.804549160761584
12,5.517323209622073,5.896911203271378
13,5.479961076831278,5.886068239536137
14,5.448142437678242,5.969562627875629
15,5.482264507025494,5.725988766039724
16,5.716619726907178,5.793144301235133
17,5.691209357532352,5.885365371973309
18,5.689966576622054,6.023036726185589
19,5.676788578848956,6.019248857314792
20,5.7075990297872945,6.017624374055705
21,5.69413846817762,6.067536700489121
22,5.5987127220482495,6.068104917462647
23,5.4726911860003185,6.068674618106615
24,5.415826306276996,5.993772259893822
25,5.3546479571231815,5.912801970203955
26,5.344578863142679,5.903901266889405
27,5.392602716028373,5.959418756616188
28,5.5632704748482,5.956394825763953
29,5.729132097851222,5.952275649165432
30,5.7341933322247485,6.030813243481567
31,5.765184965387797,6.035900224312573
32,6.037523055848596,6.044198305282314
33,6.072717084997715,6.160727962320427
34,5.910030184163604,6.1591854203209255
35,5.813610441577315,5.76177159343919
36,5.852316587402514,5.912575778920711
37,5.8047231445329865,5.909434098622017
38,5.805500445920443,5.905307902819664
39,5.784967433928924,5.89071926244637
40,5.938681223365733,5.885046007533101
41,5.671958697928087,6.059003508184932
42,5.7485363887460394,6.061307584499176
43,5.893331973055723,6.071677381470038
44,5.91847138671388,6.085435287853515
45,5.949232202845484,6.159666166554744
46,5.988870920090783,6.158045356678502
47,5.8771073080513725,5.7509560227244725
48,5.784196953455086,5.903780169615618
49,5.717498800713425,5.902458565057477
50,5.736393763487657,5.891147034475059
51,5.826298567618601,5.8858695278639335
52,5.844604730831082,5.754875960864952
53,5.804949266365403,5.862250120202743
54,5.784991792893838,5.857796833267144
55,5.777950686423047,5.850939046591927
56,5.828272205153281,5.857831007394825
57,5.821366588083714,5.993283549476262
58,5.813664723599795,5.937696004520118
59,5.645839629851371,5.633588328070851
60,5.638592484291439,5.528804922411252
61,5.651103916244273,5.709600122925881
62,5.825402637837638,5.991774893223915
63,5.797707651520045,5.878150919984036
64,5.80162312171207,5.861096686347354
65,5.82110862112908,5.866342462953229
66,5.859151885047347,5.866568482702396
67,5.934800399188161,5.864323480928714
68,5.840967381662614,5.868572647754504
69,5.903311530720146,5.900907683408751
70,5.8465085903537135,5.894875115457288
71,5.936377299753068,5.62558865786655
72,5.8095285835549575,5.570762311305188
73,5.836134441152891,5.716099514565805
74,5.797821103514809,5.6993354778032455
75,5.810489418922992,5.750670923712082
76,5.784064048256987,5.705888549649205
77,5.791639687040213,5.731178024565783
78,5.769036228404077,5.726996139497009
79,5.815367922708808,5.758209508868859
80,5.860212794972632,5.801774790427058
81,5.88682925436073,5.800886824560006
82,5.928871070972161,5.828561575156329
83,5.742264482788198,5.763262629627971
84,5.780768642487749,5.80823603718836
85,5.7878639376201315,5.799037238218257
86,5.794815650594725,5.757170050978357
87,5.773488000814831,5.771015811669442
