,Mulindi,Kigali
0,5.571088988898663,6.1758568031995535
1,5.543024706943525,6.09073394414007
2,5.589509970123071,6.132622644058208
3,5.70648899319873,6.195723984372353
4,5.6857133354822675,6.1679370760627785
5,5.685585268384761,6.174606262183899
6,5.661559098160208,6.031654838352989
7,5.687008000043352,6.180116624955396
8,5.6982484395091815,6.193356329019902
9,5.6834240526446616,6.156871420733855
10,5.653666961434248,6.178700655037468
11,5.53549628937661,6.172196157513219
12,5.540134773629129,6.208600841072602
13,5.517323209622073,5.864419716163516
14,5.479961076831278,5.8467961771826085
15,5.448142437678242,5.834357034290819
16,5.482264507025494,5.804320609309632
17,5.716619726907178,5.8456306081203815
18,5.691209357532352,5.839603705507034
19,5.689966576622054,5.8259096205406555
20,5.676788578848956,5.813412032967254
21,5.7075990297872945,5.868805144568038
22,5.69413846817762,6.068554512281822
23,5.5987127220482495,6.115875193731333
24,5.4726911860003185,6.070204060158513
25,5.415826306276996,5.979594349313185
26,5.3546479571231815,5.941639031825922
27,5.344578863142679,5.892688402286606
28,5.392602716028373,5.928026044208325
29,5.5632704748482,5.927277427193226
30,5.729132097851222,5.90822561402794
31,5.7341933322247485,5.9270485334741485
32,5.765184965387797,5.9172184276019175
33,6.037523055848596,5.9154805752237865
34,6.072717084997715,5.897768282533173
35,5.910030184163604,5.89938549465219
36,5.813610441577315,5.915727360489298
37,5.852316587402514,5.884104104839399
38,5.8047231445329865,5.900033324337312
39,5.805500445920443,6.108676798474456
40,5.784967433928924,6.1067956465374875
41,5.938681223365733,6.083262452176841
42,5.671958697928087,6.0973959392231665
43,5.7485363887460394,6.098276775016104
44,5.893331973055723,6.121226127128531
45,5.91847138671388,6.131955303488407
46,5.949232202845484,6.137087596869932
47,5.988870920090783,6.135424222444101
48,5.8771073080513725,6.147040198998871
49,5.784196953455086,6.1678032677507515
50,5.717498800713425,6.1353745693079285
51,5.736393763487657,6.120536102127001
52,5.826298567618601,6.070197103384754
53,5.844604730831082,6.188511945939813
54,5.804949266365403,6.220618544647809
55,5.784991792893838,6.121278000307929
56,5.777950686423047,6.194666454094312
57,5.828272205153281,6.114390555628879
58,5.821366588083714,6.107145710389409
59,5.813664723599795,6.096527509615628
60,5.645839629851371,5.95832567966896
61,5.638592484291439,5.948951265414249
62,5.651103916244273,5.859684103370586
63,5.825402637837638,5.704450027419975
64,5.797707651520045,5.699985711592233
65,5.80162312171207,5.7073554231071855
66,5.82110862112908,5.7126011997130615
67,5.859151885047347,5.712417802875138
68,5.934800399188161,5.709347378025289
69,5.840967381662614,5.712150413001078
70,5.903311530720146,5.7685789367499885
71,5.8465085903537135,5.806321718115843
72,5.936377299753068,5.714974392916642
73,5.8095285835549575,5.778715697125422
74,5.836134441152891,5.919927276580723
75,5.797821103514809,5.70804380569503
76,5.810489418922992,5.68850401729553
77,5.784064048256987,5.827942054429041
78,5.791639687040213,5.95376740573558
79,5.769036228404077,5.997213569656061
80,5.815367922708808,5.936512306067896
81,5.860212794972632,6.052946940839047
82,5.88682925436073,6.0493481838585055
83,5.928871070972161,6.049909399349216
84,5.885381488671111,5.987330973901516
85,5.742264482788198,5.896794022252494
86,5.780768642487749,5.80823603718836
87,5.7878639376201315,5.877369081488164
88,5.794815650594725,5.831095324675373
89,5.773488000814831,5.812233767390674
