,Nakuru,Arusha
0,5.481733555968683,5.3161332504449055
1,5.483828675074848,5.313708138404248
2,5.489936214320122,5.30891085511358
3,5.476114125997964,5.731657082610951
4,5.466277500130518,5.7245594047698205
5,5.466881610066053,5.721962954176504
6,5.481495452284838,5.617142605034944
7,5.496476984333416,5.400440642658901
8,5.5432655543477125,5.399964071637734
9,5.538008739888918,5.39768511652383
10,5.529055015992362,5.296231023149782
11,5.566109449342783,5.291335463523213
12,5.600755801257136,5.395121450512922
13,5.59777702618181,5.3918837370684916
14,5.597390194910255,5.357856917668446
15,5.636358540284409,5.39836341672408
16,5.634646246003519,5.403761418458451
17,5.632367624338421,5.43679595632625
18,5.587754620875948,5.44444472114339
19,5.545394299069956,5.534579538846854
20,5.541852143168398,5.649944168589701
21,5.534443999673209,5.75282669928617
22,5.530653883332676,5.794338779709701
23,5.5611317577429045,5.827777437084094
24,5.661878554781921,5.869704669993074
25,5.681887239771205,5.930973454855508
26,5.743950070141367,5.986426665467563
27,5.7263850566222505,6.031250271040776
28,5.8884789667430075,6.11528598802862
29,5.974431808203719,6.111559480006191
30,6.016483642540626,6.268523178429757
31,6.024153679527171,6.261541545051247
32,6.0861772101302805,6.1877713548258875
33,6.070589328954531,6.183889545754441
34,6.048216372222951,6.006220888349961
35,5.695959788303839,5.7846371836482176
36,5.643533178408144,5.497595701740491
37,5.604576828017877,5.514044262101511
38,5.580056648749709,5.499299789558962
39,5.586206400697214,5.4992076023025565
40,5.586102681801939,5.412854321800954
41,5.564456449870527,5.408898442850501
42,5.426257271415242,5.380760254795821
43,5.410063811885231,5.54110921613512
44,5.423781289056337,5.53579587677543
45,5.4168885937867035,5.4499121698897035
46,5.393311309781967,5.259386746576515
47,5.289446512509814,5.257175820927511
48,5.290854167616759,5.25021947087972
49,5.245922320260343,5.3430828702914175
50,5.246063728676035,5.34498329758997
51,5.246206386990925,5.391339105961063
52,5.250681649034091,5.253218435175246
53,5.2551770291148285,5.031718853651894
54,5.253633929870541,4.900092483650358
55,5.1110644082748955,4.902001142312378
56,4.944734399021936,4.901519197262282
57,4.974367675017009,4.739282205158855
58,4.770705457689668,4.9023315780284715
59,4.774698486024049,4.969585316326035
60,4.942652777816686,5.029941707869589
61,4.943553796049248,5.028424999593834
62,4.969441148143281,5.025798518342362
63,4.966182569007144,5.136507602734529
64,4.964441716532711,5.188366307921746
65,4.964400760782645,5.218885617578165
66,4.964359803355138,5.184950383554069
67,4.977299155326217,5.114944618859133
68,5.029581255816146,5.1628664932766215
69,5.024600454870633,5.1313885312131235
70,5.0745894979804085,5.128853674501414
71,5.333029920737425,5.141140312830274
72,5.650562213585073,5.2216896097719925
73,5.628563741176636,5.240051789536639
74,5.609369920403274,5.213997725698514
75,5.633051512271211,5.3096563986669185
76,5.718744201204467,5.685438107137704
77,5.528957886370207,5.746956373572211
78,5.500547027052287,5.686171358715641
79,5.461518757151466,5.807795590512352
80,5.458524012339249,5.688434236107429
81,5.4654229684845435,5.8231600757326785
82,5.4684175691905965,5.766461912362339
83,5.468140731362956,5.777758201997086
84,5.470192179309306,5.792303295626933
85,5.465776359300752,5.871977938997037
86,5.469123096032345,5.808464115211822
87,5.466027808045331,6.042551197210232
88,5.461402532228593,5.823283862802259
