,Kampala,Lira
0,6.424434666971581,6.436148975078473
1,6.548953959601279,6.457163050239392
2,6.500184393944528,6.477744607422322
3,6.494874353063846,6.473162368611613
4,6.618917840292188,6.523607660487864
5,6.6108579266410885,6.533219508232758
6,6.614492537642149,6.570768831484161
7,6.281417529383605,6.447526166306873
8,6.477066337580395,6.497048837167734
9,6.436759632406356,6.44208891795444
10,6.39447873343113,6.39527238426644
11,6.448236165626591,6.434640790059747
12,6.540622266593799,6.518242265563295
13,6.556107830249778,6.428850818889928
14,6.60864234057717,6.510267532685133
15,6.577396609166684,6.391014297990599
16,6.398114045424532,6.298152694444477
17,6.274648420418857,6.223871551232857
18,6.300161239991715,6.196020980739118
19,6.461141600786897,6.238534386305067
20,6.506716735358224,6.340190510855426
21,6.504280558759954,6.381477238375431
22,6.540788747110095,6.42374508302159
23,6.5395087924460205,6.4636091347458136
24,6.638017812616078,6.4792184918078
25,6.6202616339528095,6.464056484933999
26,6.693659996484432,6.5211481450910345
27,6.743012470263224,6.519273661151749
28,6.788462071485471,6.568966093550701
29,6.795052188323606,6.645468105605275
30,6.457610625961792,6.4782764651819384
31,6.29567321599587,6.249941284569154
32,6.254304622917901,6.228681848131042
33,6.348590414901033,6.2659803117222515
34,6.431339459747963,6.292194163201874
35,6.42795934562421,6.271137464597169
36,6.425462546345036,6.317699905974179
37,6.4602948054482185,6.357140898896652
38,6.494082567364871,6.394318037211166
39,6.483104503385116,6.328273782729202
40,6.234672755335146,6.210841089075997
41,6.187225085769094,6.199958318290453
42,6.097422616313912,6.123052407578428
43,6.173064825751855,6.147113632420211
44,6.273969872959751,6.203423649505542
45,6.263249528729196,6.286661969353938
46,6.247874489253032,6.293222309231491
47,6.03517053161397,5.9749443426336715
48,6.08959064733516,5.972560340355643
49,6.089719210280764,6.083188164709767
50,6.078305560351269,6.0788112493633095
51,6.2691793717656585,6.040385496744466
52,6.065927672431015,5.9491645246753775
53,6.059447919528419,5.939870241677762
54,5.937244533949354,5.873864090532411
55,5.746454978558903,5.714366664007403
56,5.779434433015206,5.697583406584886
57,5.830679903144867,5.758102304256531
58,5.831546365570914,5.649097005083259
59,5.869226387091382,5.800758587813922
60,5.852730596523678,5.784712081816943
61,6.023432237141434,5.841110680347479
62,6.015229998797965,5.834065058504329
63,6.020651435457276,5.839586949853373
64,5.874903383847323,5.703204814444655
65,5.85480216770964,5.6229466757934095
66,5.714904871582719,5.634743279049029
67,5.825810236461387,5.71724971807289
68,5.8667251963633555,5.721926078892491
69,6.040662183171701,5.922879147515317
70,6.046576699783267,5.9865902808093505
71,6.081429216198022,5.902844511033482
72,6.2170324166826445,6.155978518190804
73,6.157397194040704,6.039841405289059
74,6.18924878044419,6.14072173954953
75,6.271091897581063,6.228322221193214
76,6.369587856970138,6.308781135544713
77,6.422032375552536,6.341989667879001
78,6.418737860900371,6.304411448111898
79,6.3256648576115895,6.262089117465058
80,6.409434590611459,6.2361818089107155
81,6.432292617934824,6.303076376165733
82,6.476498503301829,6.281407734633152
83,6.360449731425417,6.032433588346935
84,6.51024344817173,6.322884097347818
85,6.510547067972552,6.320415923684844
86,6.471228222605499,6.134103882928899
87,6.465689050781964,6.262470026735534
88,6.351998582235302,6.266450263297433
89,6.348529039051449,6.267630637908428
90,6.125947851523352,6.221756494410192
91,6.1329286031372625,6.0267611477543905
92,6.248141634158375,6.020383092631721
93,6.351441379945331,6.022370671925227
94,6.530523181157765,6.34820162436381
95,6.598400266358889,6.350812651108987
