,Gitega,Bujumbura
0,6.296193319508928,6.4099424650643755
1,6.295466642500111,6.435996596255957
2,6.219167838606589,6.348172399006937
3,6.196920769565578,6.382063202701174
4,6.215285657680169,6.384470066621803
5,6.2685493066527105,6.383578783891911
6,6.2448465439168865,6.392427514520984
7,6.276004167750348,6.391122613207465
8,6.3471103380017535,6.3799540125709004
9,6.3467325664113945,6.381324011181014
10,6.248512111137111,6.294328440669742
11,6.121536739732892,6.291162180916988
12,6.06122374962229,6.293289131414813
13,6.118685997163968,6.261580633978465
14,6.054106785775607,6.286532413014185
15,6.113426558333937,6.234242066633157
16,6.1197329473597675,6.236944848155689
17,6.182765350647962,6.2433045935956155
18,6.171191488735813,6.226839979942042
19,6.158721983744145,6.266997953362095
20,6.198589299717723,6.303719798123241
21,6.187018391014063,6.382681564745592
22,6.227036512848734,6.2799813352747575
23,6.216734233622041,6.36171654536242
24,6.126676587924211,6.328433922018801
25,6.195862938430169,6.378461541908261
26,6.188342708363827,6.451861115047146
27,6.1380872803223605,6.363847492527741
28,6.074327947695857,6.436018226750321
29,6.078764511948255,6.402640360883782
30,6.076078355817974,6.3833170161163695
31,6.058842929982743,6.401238716504002
32,6.081335537032618,6.392607679864729
33,6.017923362638963,6.364492385832153
34,6.020229898809272,6.445190089887184
35,6.080425544975555,6.368698180250854
36,5.958457693318694,6.401886615130556
37,6.065958368034437,6.359505559938616
38,6.1135762051051,6.348017285349268
39,6.149972230191106,6.333729537411165
40,6.1396451152880305,6.401476898379788
41,6.136273384348659,6.35803667319391
42,6.228869104423331,6.315421780838095
43,6.22772098117416,6.315125981471372
44,6.143087519847287,6.344935101405027
45,6.141727443695866,6.321867974543461
46,6.2425502216751,6.330552384438835
47,6.153468737943311,6.33491731345092
48,6.156977511799556,6.251811614470395
49,6.253744180498596,6.253744180498596
50,6.164449338272502,6.162705658667675
51,6.258163098513289,6.235654109619366
52,6.2053630750916575,6.0781370986349925
53,6.206445744184067,6.156989801028658
54,5.931205053334922,6.103285116076679
55,5.927702424451297,6.14997223171691
56,6.049819425140857,6.104601771333063
57,6.054662047298414,5.998759269717267
58,6.1574827568231765,6.001569962002519
59,6.169390316609996,6.008515448312788
60,6.069332238350434,6.013429460769287
61,5.954787007852328,6.013221048288945
62,5.833106697070522,6.025353893664446
63,5.839733967648386,6.015785911428745
64,5.839103867079471,5.961076267891132
65,5.772910311696586,6.062622841698749
66,5.837505158302958,6.034035061099077
67,5.836556287841273,6.025971552662597
68,5.839065699446699,6.030120936209408
69,5.836556287841273,6.0311555974501845
70,5.831975429995446,6.022429655949189
71,5.954645635304637,5.97869050955864
72,5.961872692839739,5.961872692839739
73,5.966915103113885,5.958045865373105
74,5.958820590011928,5.946550497420114
75,6.060303042145466,6.114685372918901
76,6.051032279378985,6.105520464663054
77,6.037793958316353,6.143657365611633
78,6.0355482813788095,6.237133137248348
79,6.035317687136583,6.121408098846977
80,6.048383876844774,5.9905164945242255
81,6.058606461116078,6.057037342675233
82,6.040981947770994,6.286104405803979
83,6.235479620541233,6.236307092661265
84,6.229324184132877,6.230981185340506
85,6.389982580147292,6.309352845747182
86,6.388707875976541,6.308958139916151
87,6.380914471230329,6.3802080070540015
88,6.373115776289848,6.410015193937758
89,6.42100389929766,6.472700067524004
90,6.499975802181657,6.432391133708617
91,6.494305120385539,6.42275481551915
92,6.48248210237558,6.4118040116330866
93,6.475394628031583,6.407996653214448
94,6.468348321045469,6.3995772528199355
95,6.4664468739510985,6.3989622314685
