Date,Kigali,Ngozi
2016-01-01,6.60766588664732,6.408598092521518
2016-01-15,6.610654572924529,6.17296067908498
2016-02-01,6.527022138629751,6.319639708521345
2016-02-15,6.442398033096756,6.5390410163793495
2016-03-01,6.452704987440505,6.428206556310445
2016-03-15,6.4211218419049745,6.525570279259593
2016-04-01,6.3818572677861045,6.32987460492005
2016-04-15,6.41215791168947,6.338539633279884
2016-05-01,6.417968668847862,6.3075833984752
2016-05-15,6.395864436139286,6.146254130990976
2016-06-01,6.4089058284778835,5.992716020139272
2016-06-15,6.4016191643122715,5.997327721868091
2016-07-01,6.378190424051511,6.056654870952463
2016-07-15,6.356308915970608,6.295020733579091
2016-08-01,6.342013303231424,6.288037203515295
2016-08-15,6.3408838873316,6.286532413014185
2016-09-01,6.330911713184831,6.28546680291197
2016-09-15,6.3556792310702805,6.291204488129656
2016-10-01,6.439363167604508,6.342498594337777
2016-10-15,6.480043589115258,6.334582976338297
2016-11-01,6.474282247601098,6.413760208119562
2016-11-15,6.47109870135023,6.486386360958224
2016-12-01,6.524600555311195,6.553580195906542
2016-12-15,6.5255426678105755,6.6150971596926045
2017-01-01,6.475499345730819,6.566956417117085
2017-01-15,6.4639965817871365,6.4155079536871895
2017-02-01,6.451213162169567,6.458610785564427
2017-02-15,6.443533324611391,6.451861115047146
2017-03-01,6.442376201211883,6.384879124484967
2017-03-15,6.436966041172141,6.278673953042564
2017-04-01,6.440075778214787,6.404985027843036
2017-04-15,6.463288771472494,6.277424726981507
2017-05-01,6.442049560979761,6.071988659195245
2017-05-15,6.462544947443345,6.081335537032618
2017-06-01,6.403458646909942,5.824231758316204
2017-06-15,6.41471937139723,5.959354995424768
2017-07-01,6.475176050086961,6.081842310265665
2017-07-15,6.446638099291727,6.074938260020598
2017-08-01,6.459817760557138,6.06897448271076
2017-08-15,6.438948204351826,6.059859588631684
2017-09-01,6.430693375926778,6.149972230191106
2017-09-15,6.422478174743804,6.1448220034675645
2017-10-01,6.414993285944068,6.230014936380357
2017-10-15,6.445740370001599,6.228869104423331
2017-11-01,6.451586290392824,6.313681937899138
2017-11-15,6.469509205980361,6.23501626285908
2017-12-01,6.474646642455611,6.141727443695866
2017-12-15,6.478276715555951,6.095905008643141
2018-01-01,6.478518161893035,5.9316332312891165
2018-01-15,6.478694573112903,5.800053222391385
2018-02-01,6.457100498300085,5.86990366183599
2018-02-15,6.395930343785088,5.8744416833772455
2018-03-01,6.335332305585795,5.876653583237159
2018-03-15,6.306490925556851,5.9367134348092065
2018-04-01,6.18968824395645,5.869307728576876
2018-04-15,6.2245899073714615,5.858775215490107
2018-05-01,6.211731714648499,5.9870418642376055
2018-05-15,6.241209328100147,6.049819425140857
2018-06-01,6.117567405851823,5.936272031350254
2018-06-15,6.188758733831661,6.114310584957968
2018-07-01,6.066910390681981,6.008515448312788
2018-07-15,6.053190075962875,6.124114584542641
2018-08-01,5.988006352915141,6.016312240858618
2018-08-15,5.990702507062162,6.082340825038057
2018-09-01,6.048587957805855,6.14537874047434
2018-09-15,6.111864964969682,6.197289005113433
2018-10-01,6.117110741575557,6.20511498084665
2018-10-15,6.117882910983303,6.196450250776229
2018-11-01,6.114812486133453,6.192225701277987
2018-11-15,6.117133012052837,6.289454653656934
2018-12-01,6.10092178002919,6.289454653656934
2018-12-15,6.153694269392262,6.282474754276641
2019-01-01,6.190398089631717,6.273903548211585
2019-01-15,6.058201002373025,6.13197866186557
2019-02-01,6.124458980700333,6.056590331400893
2019-02-15,6.17333983979022,6.131487411580053
2019-03-01,6.17692304328469,6.165364111776201
2019-03-15,6.1851219213777435,6.157192475207375
2019-04-01,6.272019544272039,6.239378814185892
2019-04-15,6.1696200310578195,6.403427824330405
2019-05-01,6.196981814994793,6.403968822122032
2019-05-15,6.199957793106037,6.2471359750348245
2019-06-01,6.157305325363597,5.876888951456165
2019-06-15,6.156069595177607,5.806235923633672
2019-07-01,6.198301556359853,5.931384492792854
2019-07-15,6.238822015055675,5.95849633237177
2019-08-01,6.246327730506429,5.98489248111995
2019-08-15,6.24697062490582,6.0364631851751085
2019-09-01,6.205457075521442,6.133682274353707
2019-09-15,6.233701501018683,6.129166412533912
2019-10-01,6.214141559495124,6.178143106869191
2019-10-15,6.2057513020777195,6.120173182809735
2019-11-01,6.161263440769722,6.1365851441931785
2019-11-15,6.283678256888192,6.101710326020077
2019-12-01,6.402695676499886,6.094202385145508
2019-12-15,6.515501844392555,6.087606205828446
2020-01-01,6.492717592138983,6.0267679500726565
2020-01-15,6.50794577195153,6.020301015618259
2020-02-01,6.370257147920791,6.203185112129038
2020-02-15,6.327826025278375,6.202714364976352
