Date,Ruhengeri,Mulindi
2016-01-01,,6.150907484151605
2016-01-15,6.059614035426265,6.121995058423815
2016-02-01,5.992221519814052,6.1170602156771245
2016-02-15,5.972084278247667,6.067845518050618
2016-03-01,5.946184257635977,6.047620469251302
2016-03-15,6.16865479115421,6.044219076808827
2016-04-01,6.3505274176451865,6.037398679532242
2016-04-15,6.356295554316818,6.086493204493299
2016-05-01,6.380077795136465,6.098340079556203
2016-05-15,6.249512355085702,6.053082526414337
2016-06-01,6.245788826595525,6.0619013872912175
2016-06-15,6.107132564166157,6.038102176969498
2016-07-01,6.157332360888703,6.050592344391332
2016-07-15,6.133770997056055,6.071315740003134
2016-08-01,6.173268809691479,6.066462394512732
2016-08-15,6.210808321208268,6.05481602023436
2016-09-01,6.257052652046707,6.063518644219073
2016-09-15,6.268420499885853,6.2852417543759955
2016-10-01,6.331652474601729,6.30139538940169
2016-10-15,6.3194663693278175,6.297856884994962
2016-11-01,6.435318518671753,6.263490237593637
2016-11-15,6.439817401969142,6.267631224141392
2016-12-01,6.472322691423477,6.261333239759951
2016-12-15,6.472550137670066,6.256186273341235
2017-01-01,6.187817273279038,6.235571704574938
2017-01-15,6.208711954105321,6.22783468971367
2017-02-01,6.2291789679687435,6.208062044527821
2017-02-15,6.260458833047617,6.1410310601783555
2017-03-01,6.259850333455934,6.154353587295888
2017-03-15,6.258051642699801,6.152237509433833
2017-04-01,6.253402841152678,6.148768871707904
2017-04-15,6.384660785459621,6.1506475619085075
2017-05-01,6.390108061736788,6.163897853378675
2017-05-15,6.395330794306281,6.179008306954575
2017-06-01,6.3969721376803355,6.168481706982094
2017-06-15,6.395356988088534,5.992423069182094
2017-07-01,6.047576051615705,5.9911711151091325
2017-07-15,6.164539768770413,5.972718688585244
2017-08-01,6.160488584088879,5.914101551669513
2017-08-15,6.256489932812973,5.902974179473444
2017-09-01,6.248098183886897,5.917356621974669
2017-09-15,6.2412519083112645,6.017697763683958
2017-10-01,6.23363083040881,6.018059196986646
2017-10-15,6.2355023862255505,6.023433832963062
2017-11-01,6.244994375170911,6.022687994269765
2017-11-15,6.259788674998292,6.018778121855658
2017-12-01,6.158269843311817,6.006677601907663
2017-12-15,6.158045356678502,5.988870920090783
2018-01-01,6.040736731833174,5.816019616071534
2018-01-15,6.040304680308272,5.829118640846597
2018-02-01,6.011286117483688,6.031488824801207
2018-02-15,5.891147034475059,6.061347230736669
2018-03-01,5.8858695278639335,6.073198606388511
2018-03-15,5.829566853466542,6.054728568936988
2018-04-01,5.997897915733644,6.1257312872435286
2018-04-15,6.040925167031038,6.110992729647756
2018-05-01,6.034473459811091,6.177304906898411
2018-05-15,6.039343175233221,6.107796089903599
2018-06-01,6.103328911862708,5.907532656485393
2018-06-15,5.8673270045932275,5.8414794117826725
2018-07-01,5.753936125328072,5.767504854534141
2018-07-15,5.7065654678776445,5.766181177551998
2018-08-01,5.916706675330274,5.8121156864514765
2018-08-15,5.992846130605414,5.8010580659399
2018-09-01,6.035329222014908,5.768643518576133
2018-09-15,6.021894233396215,5.787177696524346
2018-10-01,5.99956668309799,5.80556426669128
2018-10-15,6.000099875326919,5.836566232398598
2018-11-01,5.997390656910471,5.899585492897094
2018-11-15,6.050275201124174,6.0198904644974585
2018-12-01,6.123328952279136,6.053509975829879
2018-12-15,6.123331405662144,6.03999168241704
2019-01-01,6.000480185945827,6.054547407216103
2019-01-15,5.868444467091552,5.926431724741902
2019-02-01,5.952488292630035,6.04425569494536
2019-02-15,5.98628842153151,6.018584016222861
2019-03-01,5.975456961023795,6.022474167540506
2019-03-15,5.962419968657595,6.009842647209202
2019-04-01,6.015043960556395,6.0488759929578295
2019-04-15,6.064654850451594,6.015024412402308
2019-05-01,6.0535493513875585,6.030397839248848
2019-05-15,6.053942461080548,6.010214091253079
2019-06-01,6.0750159306070834,6.018888976373797
2019-06-15,5.933375583093265,5.9794869350526705
2019-07-01,6.043318161974349,5.959979437109077
2019-07-15,6.142361748868113,
2019-08-01,6.005459359447893,
2019-08-15,5.901329177417885,5.8990641707870335
2019-09-01,5.886382290661799,5.935280920583276
2019-09-15,5.97516682476429,5.914348084729251
2019-10-01,5.883160292742626,5.945441476578547
2019-10-15,5.851819844084738,5.935018787939712
2019-11-01,5.8423984408812535,
2019-11-15,6.146068853697659,
2019-12-01,6.173184236902974,
2019-12-15,6.404687478052265,
2020-01-01,6.361402550264024,
2020-01-15,6.374581059884107,
2020-02-01,6.1339126362517336,
2020-02-15,6.078959818364267,
