Date,Ngozi,Ruhengeri
2016-01-01,,
2016-01-15,,6.059614035426265
2016-02-01,,5.992221519814052
2016-02-15,,5.972084278247667
2016-03-01,,5.946184257635977
2016-03-15,,6.16865479115421
2016-04-01,,6.3505274176451865
2016-04-15,,6.356295554316818
2016-05-01,,6.380077795136465
2016-05-15,,6.249512355085702
2016-06-01,,6.245788826595525
2016-06-15,,6.107132564166157
2016-07-01,,6.157332360888703
2016-07-15,,6.133770997056055
2016-08-01,,6.173268809691479
2016-08-15,,6.210808321208268
2016-09-01,,6.257052652046707
2016-09-15,,6.268420499885853
2016-10-01,,6.331652474601729
2016-10-15,,6.3194663693278175
2016-11-01,,6.435318518671753
2016-11-15,,6.439817401969142
2016-12-01,,6.472322691423477
2016-12-15,,6.472550137670066
2017-01-01,,6.187817273279038
2017-01-15,,6.208711954105321
2017-02-01,,6.2291789679687435
2017-02-15,,6.260458833047617
2017-03-01,,6.259850333455934
2017-03-15,,6.258051642699801
2017-04-01,,6.253402841152678
2017-04-15,,6.384660785459621
2017-05-01,,6.390108061736788
2017-05-15,,6.395330794306281
2017-06-01,,6.3969721376803355
2017-06-15,,6.395356988088534
2017-07-01,,6.047576051615705
2017-07-15,,6.164539768770413
2017-08-01,,6.160488584088879
2017-08-15,,6.256489932812973
2017-09-01,,6.248098183886897
2017-09-15,,6.2412519083112645
2017-10-01,,6.23363083040881
2017-10-15,,6.2355023862255505
2017-11-01,,6.244994375170911
2017-11-15,,6.259788674998292
2017-12-01,,6.158269843311817
2017-12-15,,6.158045356678502
2018-01-01,,6.040736731833174
2018-01-15,5.800053222391385,6.040304680308272
2018-02-01,5.86990366183599,6.011286117483688
2018-02-15,5.8744416833772455,5.891147034475059
2018-03-01,5.875488760740866,5.8858695278639335
2018-03-15,5.87355829151794,5.829566853466542
2018-04-01,5.869307728576876,5.997897915733644
2018-04-15,5.858775215490107,6.040925167031038
2018-05-01,5.9870418642376055,6.034473459811091
2018-05-15,6.049819425140857,6.039343175233221
2018-06-01,5.936272031350254,6.103328911862708
2018-06-15,6.114310584957968,5.8673270045932275
2018-07-01,6.008515448312788,5.753936125328072
2018-07-15,6.124114584542641,5.7065654678776445
2018-08-01,6.016312240858618,5.916706675330274
2018-08-15,6.136254589697888,5.992846130605414
2018-09-01,6.14537874047434,6.035329222014908
2018-09-15,6.197289005113433,6.021894233396215
2018-10-01,6.20511498084665,5.99956668309799
2018-10-15,6.196450250776229,6.000099875326919
2018-11-01,6.192225701277987,5.997390656910471
2018-11-15,6.289454653656934,6.050275201124174
2018-12-01,6.289454653656934,6.123328952279136
2018-12-15,6.282474754276641,6.123331405662144
2019-01-01,6.273903548211585,6.000480185945827
2019-01-15,6.132909327358523,5.868444467091552
2019-02-01,6.056590331400893,5.952488292630035
2019-02-15,6.131487411580053,5.98628842153151
2019-03-01,6.114685372918901,5.975456961023795
2019-03-15,6.153588867704077,5.962419968657595
2019-04-01,6.193954689071636,6.015043960556395
2019-04-15,6.403427824330405,6.064654850451594
2019-05-01,6.403968822122032,6.0535493513875585
2019-05-15,6.2471359750348245,6.053942461080548
2019-06-01,5.876888951456165,6.0750159306070834
2019-06-15,5.806235923633672,5.933375583093265
2019-07-01,5.931384492792854,6.043318161974349
2019-07-15,5.95849633237177,6.142361748868113
2019-08-01,5.98489248111995,6.005459359447893
2019-08-15,6.0364631851751085,5.901329177417885
2019-09-01,6.081235798981164,5.886382290661799
2019-09-15,6.127336585856836,5.97516682476429
2019-10-01,6.150864688685514,5.883160292742626
2019-10-15,6.167609368916407,5.851819844084738
2019-11-01,6.060055276934594,5.8423984408812535
2019-11-15,6.050514312628761,6.146068853697659
2019-12-01,6.016315846488436,6.173184236902974
2019-12-15,5.983273967896186,6.404687478052265
2020-01-01,6.0267679500726565,6.361402550264024
2020-01-15,5.966016332131185,6.374581059884107
2020-02-01,6.158475679264323,6.1339126362517336
2020-02-15,6.157195543156077,6.078959818364267
