Date,Mombasa,Makueni
2016-01-01,5.663050592336632,
2016-01-15,5.665145711442798,
2016-02-01,5.672257771114077,5.672257771114077
2016-02-15,5.651678900329039,5.607201430095136
2016-03-01,5.616937775018008,
2016-03-15,5.559612094317776,5.462824809370439
2016-04-01,5.508948156693528,5.333949816285504
2016-04-15,5.6263395456444005,5.349462241371606
2016-05-01,5.628726783762941,5.481943663473394
2016-05-15,5.623469969304146,5.472726447798502
2016-06-01,5.648495052856374,5.467497122992928
2016-06-15,5.645324684896288,5.462340657061212
2016-07-01,5.642164336412144,5.536619845038593
2016-07-15,5.701232614430102,5.533469158949079
2016-08-01,5.7330818821748855,5.533082327677524
2016-08-15,5.75819389314574,5.5313670964152335
2016-09-01,5.732670950171132,5.567668428834388
2016-09-15,5.6348541569084265,5.564559587113302
2016-10-01,5.726462901680004,5.559682602097261
2016-10-15,5.720646562679751,5.624883450128195
2016-11-01,5.715593832472825,5.619678783453023
2016-11-15,5.709519147946396,5.614208968142071
2016-12-01,5.7042127310879,5.607915721583421
2016-12-15,5.698466882606674,5.601256645229004
2017-01-01,5.828932639445087,5.593780938502481
2017-01-15,5.8083487644079135,5.723653190756857
2017-02-01,5.798502773635724,5.852145456585041
2017-02-15,5.894760727380856,5.845122746289084
2017-03-01,5.893770863952085,5.844499814945302
2017-03-15,5.931263106852228,5.834345209659806
2017-04-01,6.044876058755317,5.824267363044296
2017-04-15,6.040135130622588,6.04216558817297
2017-05-01,6.08743755590237,6.038454229669367
2017-05-15,6.156595783368672,6.139219946114761
2017-06-01,6.106228931967803,6.135997253363657
2017-06-15,6.10914137552613,6.144547481161383
2017-07-01,6.0124208253056635,6.063235281664326
2017-07-15,6.0093684917455406,5.827897636831899
2017-08-01,5.798358695976124,5.821020721157123
2017-08-15,5.8025463916065,5.829008084019791
2017-09-01,5.731476442585433,5.748807832035669
2017-09-15,5.615090218675191,5.661610234310085
2017-10-01,5.585998293645282,5.649511699367608
2017-10-15,5.647585063326344,5.661378385458679
2017-11-01,5.648741429460785,5.585025615074678
2017-11-15,5.643752455676265,5.58235413943052
2017-12-01,5.546241847490208,5.5796897815577475
2017-12-15,5.569821059405653,5.571469864395836
2018-01-01,5.594161829927926,5.478975420118808
2018-01-15,5.625046498777687,5.461348591226512
2018-02-01,5.6259706148010675,5.533103930409219
2018-02-15,5.562411186352244,5.493764995402652
2018-03-01,5.488603902297297,5.488603902297297
2018-03-15,5.481896746596045,5.519252533139814
2018-04-01,5.478688512148342,5.478688512148342
2018-04-15,5.442339363857878,5.482449361196043
2018-05-01,5.404987014890031,5.326627938133827
2018-05-15,5.476969285325734,5.329098957286026
2018-06-01,5.51190955272393,5.1552346087851975
2018-06-15,5.516384814767096,5.1597098708283635
2018-07-01,5.451887323360883,5.164205250909102
2018-07-15,5.452128345910097,5.174496609311817
2018-08-01,5.298810832680764,5.161121429907578
2018-08-15,5.247015270894869,5.156043492689143
2018-09-01,5.197511226331219,5.241962988902053
2018-09-15,5.288499750771752,5.288499750771752
2018-10-01,5.110171222312179,5.288858747214537
2018-10-15,5.106058887618105,5.289217614825124
2018-11-01,5.198150143915265,5.327083827291157
2018-11-15,5.274217653954362,5.31777835669995
2018-12-01,5.348390814951041,5.308385480337343
2018-12-15,5.3505638617977445,5.310717953250545
2019-01-01,5.352724675040466,5.311860916860842
2019-01-15,5.352533414353242,5.313002575596607
2019-02-01,5.360036012356825,5.35619723604966
2019-02-15,5.313287179888288,5.315277230296298
2019-03-01,5.344731837670846,5.309640517859576
2019-03-15,5.336953762447899,5.301725070564156
2019-04-01,5.476130764378098,5.252987213063888
2019-04-15,5.755085558829836,5.469077126936084
2019-05-01,5.807565399260921,5.3670513864582405
2019-05-15,5.729077884469241,5.620864299829009
2019-06-01,5.7270804619194875,5.618866877279254
2019-06-15,5.743380796726998,5.608769295986667
2019-07-01,5.771672679766035,5.600296329069907
2019-07-15,5.7694321342994135,5.591750957061961
2019-08-01,5.747388497238671,5.636546245502639
2019-08-15,5.746629404694002,5.679420655000553
2019-09-01,5.743367757715662,5.72055307994949
2019-09-15,5.743795460590952,5.742961432185641
2019-10-01,5.74005315666646,5.7166284147808275
2019-10-15,5.7270849619597355,5.68958317226612
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,5.645532246460546,
2020-02-01,5.592702952799393,
2020-02-15,5.6137081930822825,
