Date,Ruhengeri,Mulindi
2016-01-01,,5.641834709213029
2016-01-15,5.686382421893085,5.590070070633579
2016-02-01,5.482212555954618,5.520255181400469
2016-02-15,5.343785744428647,5.661816553147137
2016-03-01,5.317259692350922,5.628362039010801
2016-03-15,5.462798568075496,5.595896513624416
2016-04-01,5.5898220860739505,5.538340130238807
2016-04-15,5.64041055206493,5.624959600909211
2016-05-01,5.723646630114792,5.624882215442379
2016-05-15,5.633496878688155,5.635201908939239
2016-06-01,5.647826310704707,5.550338028338687
2016-06-15,5.442972920479464,5.465173630459656
2016-07-01,5.637366665183314,5.490147941576294
2016-07-15,5.828100996868503,5.631986117942213
2016-08-01,5.818129277922894,5.58416485436128
2016-08-15,5.873783954270277,5.572260830406624
2016-09-01,5.746517346180854,5.59139861206696
2016-09-15,5.757736228865874,5.776637736633431
2016-10-01,5.820826850835738,5.761590154294152
2016-10-15,5.882635601941433,5.764392901832001
2016-11-01,5.877459274311107,5.730855800119232
2016-11-15,5.87745251160922,5.746202822475705
2016-12-01,5.932549491622618,5.722576403498153
2016-12-15,5.935301379881539,5.667216476381894
2017-01-01,5.783709938631334,5.516176297940057
2017-01-15,5.771307253815568,5.4520552445734545
2017-02-01,5.758748808539532,5.423777151969351
2017-02-15,5.749359274202527,5.392684330263794
2017-03-01,5.748888479187723,5.294565084698854
2017-03-15,5.745864548335489,5.489476938442125
2017-04-01,5.742168303048542,5.66201197837778
2017-04-15,5.896988466668348,5.676628596003036
2017-05-01,5.902075447499354,5.69840076623483
2017-05-15,5.90847120073121,5.846820261106045
2017-06-01,5.909609747127564,5.831918598444783
2017-06-15,5.907674470471145,5.910030184163604
2017-07-01,5.352890014635128,5.753552369086058
2017-07-15,5.576571269155546,5.602420850616872
2017-08-01,5.572610923236017,5.565212615754572
2017-08-15,5.657981515716713,5.463345642025259
2017-09-01,5.8024266553006925,5.451231177126585
2017-09-15,5.79558037972506,5.934226873016353
2017-10-01,5.8770732642505985,5.600286241203884
2017-10-15,5.8797785777764275,5.632276582630178
2017-11-01,5.888558694303065,5.592870173957543
2017-11-15,5.902518315739796,5.583170796389558
2017-12-01,5.571507339385583,5.568991614788335
2017-12-15,5.570072281113154,5.394439712469995
2018-01-01,5.5703137274502375,5.370388466238035
2018-01-15,5.446643050963132,5.347157499748326
2018-02-01,5.39362695989835,5.288709020038852
2018-02-15,5.226505346913041,5.228844529266213
2018-03-01,5.21888317334266,5.232869415317401
2018-03-15,5.209444807921487,5.197638295334497
2018-04-01,5.169102939642798,5.142107435300787
2018-04-15,5.302409381441243,5.107348798869858
2018-05-01,5.386743758941939,5.123220521966893
2018-05-15,5.393635719744837,5.135125024593336
2018-06-01,5.5153510240897505,5.195605581273852
2018-06-15,5.404346046175641,5.14583535102414
2018-07-01,5.212594957636131,5.203160925402773
2018-07-15,5.141937138118678,5.22391072107835
2018-08-01,5.1392737720522765,5.195454600450221
2018-08-15,5.347775083481243,5.193624403653985
2018-09-01,5.293802470598628,4.94081529973908
2018-09-15,5.299020872571068,4.908529306253067
2018-10-01,5.083275951223835,4.929573199735533
2018-10-15,5.085961996813865,4.947811658333048
2018-11-01,5.251980332784065,4.968854076868145
2018-11-15,5.281033476975662,5.054543575634109
2018-12-01,5.313842779635041,5.1367025815830845
2018-12-15,5.322465976061956,5.260499252312756
2019-01-01,5.255925038674372,5.258215990420927
2019-01-15,5.202292790873619,5.305714382026771
2019-02-01,5.261626827350946,5.306277101088684
2019-02-15,5.295327034191545,5.297508060137905
2019-03-01,5.422927602307355,5.280119199084031
2019-03-15,5.359956589339543,5.267062842446847
2019-04-01,5.444418887112604,5.262835065505188
2019-04-15,5.478250628743873,5.301949986189738
2019-05-01,5.465165493275693,5.33928524738669
2019-05-15,5.465558602968684,5.383422906042537
2019-06-01,5.504621008416834,5.383816170331533
2019-06-15,5.548958411605434,5.380478745406587
2019-07-01,,5.4044184579211825
2019-07-15,5.632138716262267,
2019-08-01,5.620340833198896,
2019-08-15,5.593844477669925,5.472979775476133
2019-09-01,5.495615016389327,5.4922423319106874
2019-09-15,5.591207921877089,5.505577188486587
2019-10-01,5.550513873773169,5.544204704579903
2019-10-15,5.568693588168818,5.5792437990639705
2019-11-01,5.614719734401652,
2019-11-15,5.829185556865135,
2019-12-01,5.773842846645338,
2019-12-15,5.747925345648429,
2020-01-01,5.72131821467929,
2020-01-15,5.710345222818582,
2020-02-01,5.533089301487605,
2020-02-15,5.450571205152485,
