Date,Kamembe,Ngozi
2016-01-01,,6.102116937636919
2016-01-15,,6.028834720029062
2016-02-01,,5.92122619419895
2016-02-15,,5.930182834374392
2016-03-01,,5.997301919080965
2016-03-15,,6.080085279967258
2016-04-01,,6.005313902082904
2016-04-15,,5.933500328882644
2016-05-01,,5.928901748804555
2016-05-15,,5.832381726287005
2016-06-01,,5.826894749932891
2016-06-15,,5.993810719415189
2016-07-01,,5.913976592287441
2016-07-15,,5.749577396731779
2016-08-01,,5.835119156857294
2016-08-15,,5.908513281514768
2016-09-01,,5.906778490054323
2016-09-15,,5.91138181063483
2016-10-01,,5.914724628175666
2016-10-15,,6.0463516042297485
2016-11-01,,6.1562859289462635
2016-11-15,,6.143269121689526
2016-12-01,,6.239638643431095
2016-12-15,,6.275433053710585
2017-01-01,,6.26880949077588
2017-01-15,,6.233048551417794
2017-02-01,,6.291324244122646
2017-02-15,,6.190009375416296
2017-03-01,,6.080106540280961
2017-03-15,6.002764318330901,6.083595854626639
2017-04-01,5.950063258882491,6.278549747862325
2017-04-15,5.913286848401468,6.277044715576592
2017-05-01,6.008843422925059,6.265595796077003
2017-05-15,6.083340281377958,6.281201403477482
2017-06-01,6.110012869741412,6.075748554299915
2017-06-15,6.043120302970567,6.077610732578964
2017-07-01,5.915727360489298,5.89961513316127
2017-07-15,5.980944674098517,6.018392984072269
2017-08-01,5.934649562188009,5.95475143657423
2017-08-15,5.953098566656013,6.059859588631684
2017-09-01,5.920779329252172,6.149972230191106
2017-09-15,5.938681223365733,6.143099350156119
2017-10-01,6.051144921572411,6.229229698805654
2017-10-15,5.990472439409617,6.228869104423331
2017-11-01,6.048502540783727,6.229294545621591
2017-11-15,6.060320959369367,6.319924866041962
2017-12-01,6.082332963151574,6.237235662910681
2017-12-15,6.087586893029941,6.243342928811339
2018-01-01,6.087828339367025,6.24830284061415
2018-01-15,5.966518510249041,6.254981189231674
2018-02-01,5.961743790811702,5.93648210791234
2018-02-15,5.947367927319533,5.93868912606712
2018-03-01,5.884663982208585,5.871986130189663
2018-03-15,5.928085837307651,5.872393469021647
2018-04-01,5.918735722337301,5.801812236955429
2018-04-15,5.9655757297892515,5.865792788148753
2018-05-01,5.945807822725435,5.719727094610259
2018-05-15,5.987410426491579,5.643382971643061
2018-06-01,5.791782436978431,5.5646538286159455
2018-06-15,5.643575735241475,5.567933976927659
2018-07-01,5.66841395188991,5.739145179503344
2018-07-15,5.667230462478968,5.883119626063513
2018-08-01,5.669014842810803,5.8892268125399205
2018-08-15,5.599089511762149,5.676875716929893
2018-09-01,5.630890281262055,5.767163274813551
2018-09-15,5.637645962553383,5.768670592030551
2018-10-01,5.6382727933029635,5.917726034587793
2018-10-15,5.776417385708099,5.908180115972894
2018-11-01,5.743441589368264,5.968201480598184
2018-11-15,5.773881088446245,5.9068882957854605
2018-12-01,5.720749849060107,5.9068882957854605
2018-12-15,5.7491633042758945,6.024504345490049
2019-01-01,5.697430083265733,6.018907569523006
2019-01-15,5.683133371449232,5.898069736281122
2019-02-01,5.677690066450933,5.901934983382253
2019-02-15,5.636156576181714,5.894725429555528
2019-03-01,5.651380229421331,6.111845806410822
2019-03-15,5.639541451558705,6.105520464663054
2019-04-01,5.665345961715921,6.092602194811349
2019-04-15,5.721440569652407,6.090356517873804
2019-05-01,5.697584887052424,6.090018822849641
2019-05-15,5.616632357291462,6.15223723321203
2019-06-01,5.678284502467673,6.081504425209332
2019-06-15,5.616044816719354,5.994140488272787
2019-07-01,,5.993078061798194
2019-07-15,,5.9889936469020695
2019-08-01,,5.98489248111995
2019-08-15,,6.188880762315532
2019-09-01,,6.229324184132877
2019-09-15,,6.224975055420751
2019-10-01,,6.222292891482121
2019-10-15,,6.296980019745178
2019-11-01,,6.372406304816314
2019-11-15,,6.363647938984261
2019-12-01,,6.357064639876909
2019-12-15,,6.389081600412562
2020-01-01,,6.340049102102762
2020-01-15,,6.333582167648364
2020-02-01,,6.278795714167296
2020-02-15,,6.2274859072798545
