Date,Ngozi,Kigali
2016-01-01,,6.070382203918308
2016-01-15,,6.036357173261998
2016-02-01,,6.056300376498575
2016-02-15,,6.0050341779078815
2016-03-01,,5.9455523460825646
2016-03-15,,5.8929182136723295
2016-04-01,,5.854389601226159
2016-04-15,,5.8814509173696505
2016-05-01,,5.890037364836552
2016-05-15,,5.853221623253579
2016-06-01,,5.890362199234257
2016-06-15,,5.92439075100964
2016-07-01,,5.902680216907551
2016-07-15,,5.951651236247045
2016-08-01,,5.954290596024135
2016-08-15,,5.9042431617549855
2016-09-01,,5.913236441169735
2016-09-15,,5.921032241515324
2016-10-01,,6.008580251512054
2016-10-15,,5.9850506073695025
2016-11-01,,5.928936826906347
2016-11-15,,5.975777264120205
2016-12-01,,5.963533037142585
2016-12-15,,6.015791735174351
2017-01-01,,5.979062459416928
2017-01-15,,5.926263505101222
2017-02-01,,6.022949139096596
2017-02-15,,6.034641208351415
2017-03-01,,6.035377742432729
2017-03-15,,6.02979299071882
2017-04-01,,6.027803291878598
2017-04-15,,6.068591596446832
2017-05-01,6.274015287068532,6.061243699318592
2017-05-15,6.369134044251951,6.043174239652624
2017-06-01,6.276161683759354,6.058110932608352
2017-06-15,6.364820103532932,6.053366294244605
2017-07-01,6.367989462999362,5.998734630366377
2017-07-15,6.363567750828419,5.981490674658081
2017-08-01,6.358082072153762,6.034597241576024
2017-08-15,6.261654122552297,6.034166389744794
2017-09-01,6.245282409995431,6.02454403925959
2017-09-15,6.2384095299604425,5.992748444636009
2017-10-01,6.230014936380357,6.008842541881721
2017-10-15,6.228869104423331,6.001054548740154
2017-11-01,6.313681937899138,6.008996363851821
2017-11-15,6.233045042035486,6.023010932408279
2017-12-01,6.141727443695866,6.040777869158783
2017-12-15,6.146922782984865,6.039446517702006
2018-01-01,6.0467499218923075,6.087828339367025
2018-01-15,6.052198560566379,6.063056437291688
2018-02-01,6.013160074860922,6.056438143849156
2018-02-15,6.000084065035526,6.026183318279003
2018-03-01,5.9354275585128615,5.5909322845309815
2018-03-15,5.804897977400199,5.56188544772143
2018-04-01,5.801812236955429,5.527471364087863
2018-04-15,5.798297296527306,5.481561363473918
2018-05-01,5.547036430877266,5.533698171898602
2018-05-15,5.461644335296973,5.542255412020562
2018-06-01,5.56306778546031,5.299068563155487
2018-06-15,5.471353148921878,5.4004775693977205
2018-07-01,5.572823964055831,5.410059494532649
2018-07-15,5.5777379765123305,5.401591898315803
2018-08-01,5.486095427777976,5.294859172355196
2018-08-15,5.6607107800765375,5.297555326502216
2018-09-01,5.767163274813551,5.293802470598628
2018-09-15,5.768670592030551,5.011338800119288
2018-10-01,5.917726034587793,5.016584576725163
2018-10-15,6.19468502525166,5.019270622315193
2018-11-01,6.18781457811301,5.358025545490209
2018-11-15,5.7636072881951055,5.378568351802099
2018-12-01,5.800746835144563,5.4321067001287755
2018-12-15,6.053106908196236,5.447376625642572
2019-01-01,6.130679026381403,5.404819464612802
2019-01-15,6.133839127518489,5.5279841892923836
2019-02-01,5.718906462967478,5.528546908354297
2019-02-15,5.88163779480016,5.39301627935272
2019-03-01,5.473115000427939,5.392037115288017
2019-03-15,5.35788509881904,5.491974740817798
2019-04-01,5.3466568286844325,5.4842071371710155
2019-04-15,5.344411151746888,5.545228445913004
2019-05-01,5.545029386719342,5.484686965020713
2019-05-15,5.3552366962848295,5.465558602968684
2019-06-01,5.471423843348001,5.4659518672576795
2019-06-15,5.652946199520379,5.462922414617662
2019-07-01,5.797853100168331,5.577731186615705
2019-07-15,5.793751934386212,
2019-08-01,5.98489248111995,5.7740598272866634
2019-08-15,6.0364631851751085,5.704422129605038
2019-09-01,6.027916161448381,5.600975532047153
2019-09-15,6.023196326604239,5.655936394577584
2019-10-01,6.221461981588034,5.652093666591089
2019-10-15,6.296980019745178,5.628961640182937
2019-11-01,6.290350690181669,5.675344356218087
2019-11-15,6.283723763877686,5.9109087142332
2019-12-01,6.277910584176898,5.951268432827086
2019-12-15,6.34282247703065,5.940914398557166
2020-01-01,6.259648676664725,5.872141104413873
2020-01-15,6.166593108832996,5.815964772281768
2020-02-01,6.203994501084597,5.583922367286838
2020-02-15,5.662329938968816,5.514490722865772
