Date,Nakuru,Nairobi
2016-01-01,5.481733555968683,5.727903134516193
2016-01-15,5.483828675074848,5.702948076089333
2016-02-01,5.489936214320122,5.705047593937068
2016-02-15,5.476114125997964,5.691551291576417
2016-03-01,5.466277500130518,5.681257740805567
2016-03-15,5.466881610066053,5.677805050045487
2016-04-01,5.481495452284838,5.676002241356694
2016-04-15,5.496476984333416,5.694302727663336
2016-05-01,5.5432655543477125,5.691557362555356
2016-05-15,5.538008739888918,5.689500550827232
2016-06-01,5.529055015992362,5.684271226021658
2016-06-15,5.566109449342783,5.7094492130658265
2016-07-01,5.600755801257136,5.7062888645816825
2016-07-15,5.59777702618181,5.702791461199394
2016-08-01,5.597390194910255,5.702404629927838
2016-08-15,5.636358540284409,5.636358540284409
2016-09-01,5.634646246003519,5.636305997421883
2016-09-15,5.632367624338421,5.634025999511198
2016-10-01,5.587754620875948,5.631754950138386
2016-10-15,5.545394299069956,5.691548031855556
2016-11-01,5.541852143168398,5.684113305838485
2016-11-15,5.534443999673209,5.678747489279642
2016-12-01,5.530653883332676,5.673393650962927
2016-12-15,5.5611317577429045,5.666840644768128
2017-01-01,5.661878554781921,5.6555892258743565
2017-01-15,5.681887239771205,5.637504712496552
2017-02-01,5.743950070141367,5.756644175719524
2017-02-15,5.7263850566222505,5.918685313466101
2017-03-01,5.760239471327563,5.965644198304391
2017-03-15,5.8884789667430075,5.952268704618338
2017-04-01,5.974431808203719,5.9389513681883095
2017-04-15,6.016483642540626,5.935226184175415
2017-05-01,6.024153679527171,6.037439516238821
2017-05-15,6.0861772101302805,6.043448405287259
2017-06-01,6.070589328954531,6.0484778753471
2017-06-15,6.048216372222951,6.147326547331649
2017-07-01,5.695959788303839,6.09409885631993
2017-07-15,5.643533178408144,6.0093684917455406
2017-08-01,5.604576828017877,6.045955241352255
2017-08-15,5.580056648749709,5.951169348546963
2017-09-01,5.586206400697214,5.957432935276257
2017-09-15,5.586102681801939,5.838868489147492
2017-10-01,5.564456449870527,5.789942314452403
2017-10-15,5.5087486184721275,5.78841996717783
2017-11-01,5.473799979964453,5.839259753458919
2017-11-15,5.433670941785395,5.837862975246761
2017-12-01,5.339125632083037,5.833923919941989
2017-12-15,5.332551805827794,5.874681468392518
2018-01-01,5.350815571296197,5.818264920736835
2018-01-15,5.426257271415242,5.830468460863813
2018-02-01,5.410063811885231,5.722114475353969
2018-02-15,5.423781289056337,5.735793228107389
2018-03-01,5.4168885937867035,5.618234964950236
2018-03-15,5.393311309781967,5.6110414513169395
2018-04-01,5.289446512509814,
2018-04-15,5.290854167616759,
2018-05-01,5.245922320260343,5.5891451194912865
2018-05-15,5.246063728676035,5.60878098707073
2018-06-01,5.246206386990925,5.576448073861501
2018-06-15,5.250681649034091,5.593345855903224
2018-07-01,5.2551770291148285,5.569670359017267
2018-07-15,5.253633929870541,5.4888778881188385
2018-08-01,5.1110644082748955,5.459460796833347
2018-08-15,4.944734399021936,5.436557075662312
2018-09-01,4.974367675017009,5.438673283148107
2018-09-15,4.770705457689668,5.284324379361271
2018-10-01,4.774698486024049,5.214531237636422
2018-10-15,4.942652777816686,5.210916764411365
2018-11-01,4.943553796049248,5.207282627478537
2018-11-15,4.969441148143281,5.303447292269301
2018-12-01,4.966182569007144,5.191622332581704
2018-12-15,4.964441716532711,5.3583460022397995
2019-01-01,4.964400760782645,5.371993093906342
2019-01-15,4.964359803355138,5.416344927098195
2019-02-01,4.977299155326217,5.4267273868554975
2019-02-15,5.029581255816146,5.37882122126736
2019-03-01,5.024600454870633,5.301672348210398
2019-03-15,5.0745894979804085,5.400289637619711
2019-04-01,5.333029920737425,5.407137892891147
2019-04-15,5.650562213585073,5.570751928922461
2019-05-01,5.628563741176636,5.57607355855524
2019-05-15,5.609369920403274,5.5830140756979105
2019-06-01,5.633051512271211,5.7321955625862575
2019-06-15,5.538790733771096,5.730706355830271
2019-07-01,5.434711325991516,5.8170807193050305
2019-07-15,5.687858267239304,5.845985095446202
2019-08-01,5.72207068925438,5.752997736003181
2019-08-15,5.718744201204467,5.746629404694002
2019-09-01,5.528957886370207,5.813529536407596
2019-09-15,5.500547027052287,5.813816010033001
2019-10-01,5.461518757151466,5.74005315666646
2019-10-15,5.458524012339249,5.759364169368541
2019-11-01,5.4654229684845435,5.7214621011750655
2019-11-15,5.4684175691905965,5.722984032857879
2019-12-01,5.468140731362956,5.713122016246839
2019-12-15,5.470192179309306,5.626878299010426
2020-01-01,5.465776359300752,5.645938088041276
2020-01-15,5.469123096032345,5.631963517254477
2020-02-01,5.466027808045331,5.642436958473532
2020-02-15,5.461402532228593,5.6137081930822825
