Date,Ngozi,Gitega
2016-01-01,6.86381684883164,6.898146317840224
2016-01-15,6.797188170491792,6.917042483160391
2016-02-01,6.84643618772067,6.831437879996723
2016-02-15,6.846212776052781,6.778783626542012
2016-03-01,6.833407916560032,6.8273224367399505
2016-03-15,6.836865783677958,6.834773732705734
2016-04-01,6.836380567541525,6.744493095014702
2016-04-15,6.782985177566352,6.743436720924039
2016-05-01,6.702189999306349,6.663995610880257
2016-05-15,6.692368099492527,6.6355225278262555
2016-06-01,6.685568171931773,6.589962876292342
2016-06-15,6.619871606758764,6.533687631063145
2016-07-01,6.679827536675793,6.568359229397142
2016-07-15,6.684206412398392,6.60811252155624
2016-08-01,6.682710315384156,6.6349606654105
2016-08-15,6.734557135541145,6.660491897517042
2016-09-01,6.7082937073360505,6.655126981399024
2016-09-15,6.6789081743070815,6.6789081743070815
2016-10-01,6.682205652188828,6.682205652188828
2016-10-15,6.738949183236975,6.670113371590146
2016-11-01,6.723537991406674,6.656913386272335
2016-11-15,6.710702043271596,6.742976030830255
2016-12-01,6.760664027159924,6.760664027159924
2016-12-15,6.806036926717879,6.748591667600305
2017-01-01,6.797299950721675,6.7376779875536155
2017-01-15,6.763044091291506,6.703878968639525
2017-02-01,6.84046930029012,6.841777344950136
2017-02-15,6.881489888923772,6.930319767940604
2017-03-01,6.898158235476392,6.87355751165983
2017-03-15,6.822056771731066,6.714906886409717
2017-04-01,6.824953573129102,6.874277464137257
2017-04-15,6.820402653013379,6.8506256295072365
2017-05-01,6.819595756887571,6.78545048110637
2017-05-15,6.827985957630916,6.775646455650118
2017-06-01,6.715064557494847,6.587140589862414
2017-06-15,6.824576372000877,6.712876453576534
2017-07-01,6.7731000240376895,6.743103773883894
2017-07-15,6.769032858936583,6.711540164632215
2017-08-01,6.764496397229259,6.707895925712549
2017-08-15,6.752768872199904,6.753720120785308
2017-09-01,6.7904640276171575,6.737998330027926
2017-09-15,6.784953236328513,6.70369987475408
2017-10-01,6.776310739594655,6.7486592082641454
2017-10-15,6.824876602470307,6.7620837230828
2017-11-01,6.825085429349514,6.82940882562122
2017-11-15,6.832341119888101,6.839037332402341
2017-12-01,6.7834666575443014,6.672227530707877
2017-12-15,6.789052189203087,6.735291012311634
2018-01-01,6.794679448644459,6.794679448644459
2018-01-15,6.798188222500705,6.745345741126324
2018-02-01,6.8007898109193645,6.7464414502659995
2018-02-15,6.803916369368824,6.692204024138941
2018-03-01,6.805668604775688,6.7513459230365305
2018-03-15,6.802573313056469,6.72068983173844
2018-04-01,6.799027696770069,6.745164890872541
2018-04-15,6.795512756341946,6.684719951406741
2018-05-01,6.738147321560794,6.787861700213757
2018-05-15,6.74199526031117,6.625122888591686
2018-06-01,6.690879228820682,6.565681826972208
2018-06-15,6.695745420288031,6.571130260086281
2018-07-01,6.758535809247158,6.639175390505719
2018-07-15,6.7639346701980045,6.57976943717466
2018-08-01,6.708430085249448,6.4535046135811545
2018-08-15,6.655333355220599,6.468508523201401
2018-09-01,6.6650053011353725,6.5328811482083315
2018-09-15,6.6027541132215966,6.533509701046613
2018-10-01,6.611459209890555,6.54045578231039
2018-10-15,6.601327296532839,6.533174408295612
2018-11-01,6.723268116769353,6.529703468401219
2018-11-15,6.663548882067731,6.632296338563627
2018-12-01,6.664098181724499,6.6613486611581285
2018-12-15,6.658418422669185,6.658968024221904
2019-01-01,6.708937864442698,6.708937864442698
2019-01-15,6.714995018022411,6.686527096645392
2019-02-01,6.72055704379279,6.7059047670059195
2019-02-15,6.713244325392688,6.713244325392688
2019-03-01,6.6959395101124795,6.7251082447031365
2019-03-15,6.686550347102294,6.715779985417232
2019-04-01,6.674019411427988,6.674019411427988
2019-04-15,6.6717737344904435,6.728695461938755
2019-05-01,6.6114345607170115,6.64254818156608
2019-05-15,6.622240862457765,6.622240862457765
2019-06-01,6.571243132766146,6.501948647643971
2019-06-15,6.62886885654007,6.5311721763701645
2019-07-01,6.593369313372226,6.491000280728277
2019-07-15,6.59161724615024,6.486899114946158
2019-08-01,6.589862103800083,6.482814700050033
2019-08-15,6.608412414978601,6.478295937454148
2019-09-01,6.634789292241042,6.469893788772947
2019-09-15,6.657749342898131,6.53402195037023
2019-10-01,6.657220032320602,6.53377584122948
2019-10-15,6.648804509550161,6.588686242496685
2019-11-01,6.640378009732886,6.548319865314938
2019-11-15,6.632664717216682,6.572175955736031
2019-12-01,6.624993870421932,6.564437254998124
2019-12-15,6.619323188625813,6.669200900482644
2020-01-01,6.608228931323102,6.665630447145529
2020-01-15,6.601761996868704,6.659163512691131
2020-02-01,6.707511931543863,6.704573633641416
2020-02-15,6.742250094624773,6.703783813796977
