Date,Mombasa,Nairobi
2016-01-01,7.011797880861271,6.976395953810355
2016-01-15,6.869118515768734,6.9644286955730585
2016-02-01,6.770870059782187,6.969037625026219
2016-02-15,6.76709830731353,6.872958698013008
2016-03-01,6.691068675872469,6.891196321007663
2016-03-15,6.79857441915222,6.850134914610164
2016-04-01,6.685070563227127,6.849735160492912
2016-04-15,6.702401008790614,6.8645397490665605
2016-05-01,6.867249393766345,6.915992455889184
2016-05-15,6.861002970122384,6.955187404001223
2016-06-01,6.932918021314576,6.948831064537871
2016-06-15,6.903042246516339,6.944306600230055
2016-07-01,6.894927304907512,6.942049186344503
2016-07-15,6.9188405850703685,6.946164689344923
2016-08-01,6.737239616830106,6.9462269934952445
2016-08-15,6.734416965742569,6.943163750346061
2016-09-01,6.73436534164682,6.9450421241959
2016-09-15,6.614026408712523,6.941933282474813
2016-10-01,6.756512518910817,6.9386100362728955
2016-10-15,6.778436856827605,6.934382869273539
2016-11-01,6.7714821762861295,6.927921658868566
2016-11-15,6.756838142226955,6.92254178779225
2016-12-01,6.813057433114338,6.916948244452567
2016-12-15,6.807402818294747,6.909702542280784
2017-01-01,6.794897318135682,6.912848604823
2017-01-15,6.7756642982529165,6.879978348189089
2017-02-01,6.60464256152942,6.813519155821566
2017-02-15,6.599941747504524,6.742404429030368
2017-03-01,6.598865617933149,6.7434696858768275
2017-03-15,6.589083303411035,6.7309748971348045
2017-04-01,6.679490336957013,6.937123713238327
2017-04-15,6.733282311182533,6.723580933077895
2017-05-01,6.864149814808358,6.862594086080313
2017-05-15,6.85876829595066,6.918917142641159
2017-06-01,6.874203250480176,6.734997450714313
2017-06-15,6.580765507482219,6.764585191897196
2017-07-01,6.52377822254869,6.839996602265405
2017-07-15,6.519129719455744,6.847582666910338
2017-08-01,6.383011590139608,6.7840875178290085
2017-08-15,6.46176946774553,6.826732031130862
2017-09-01,6.4653329352608715,6.8919829141380236
2017-09-15,6.487909947857514,6.754143476901811
2017-10-01,6.470984437986072,6.737814618376857
2017-10-15,6.469429439723351,6.736894959332139
2017-11-01,6.628412604751884,6.736492478697291
2017-11-15,6.541779977990761,6.7518580805548085
2017-12-01,6.5280272758735896,6.731676530817233
2017-12-15,6.5189016141027984,6.73286872857899
2018-01-01,6.57158528980482,6.713360752204424
2018-01-15,6.482636796460079,6.716442261281928
2018-02-01,6.445359687071194,6.820726764022079
2018-02-15,6.375855320215022,6.8266658924364245
2018-03-01,6.369679727880385,6.795454701147532
2018-03-15,6.289360754835888,
2018-04-01,6.204069187283272,
2018-04-15,6.209213152554973,
2018-05-01,6.283820184229285,6.65984862004232
2018-05-15,6.426382342104081,6.659054816764169
2018-06-01,6.171155181608194,6.360634965102319
2018-06-15,6.123429296273629,6.365110227145485
2018-07-01,6.069001603357522,6.499832687846701
2018-07-15,6.1272894301002605,6.438290944897186
2018-08-01,6.292523541398679,6.436750223139949
2018-08-15,6.246687611708076,6.429675613045191
2018-09-01,6.280856042868541,6.4219548838385405
2018-09-15,6.28329354413385,6.477993233832854
2018-10-01,6.119952297273673,6.493962453213951
2018-10-15,6.154875481614765,6.430157040868091
2018-11-01,6.248201599913629,6.423004324293556
2018-11-15,6.29959078025407,6.389637060938853
2018-12-01,6.473447727488291,6.448309439533206
2018-12-15,6.4748845071760615,6.476152738164056
2019-01-01,6.507450012206315,6.4769465579129
2019-01-15,6.4102698741493835,6.41964703596198
2019-02-01,6.485114874213098,6.4209079730420875
2019-02-15,6.538350743312149,6.508657350387003
2019-03-01,6.47229517285478,6.592006318184378
2019-03-15,6.465871400611338,6.553918725067488
2019-04-01,6.516996230833884,6.456960017389824
2019-04-15,6.6723808111299965,6.460717296052026
2019-05-01,6.855009401354631,6.6746858472233495
2019-05-15,6.811751864606289,6.863783054289599
2019-06-01,6.809320131517678,6.8543383486645615
2019-06-15,6.754294501872879,6.921842013395526
2019-07-01,6.638341605909239,6.923450998784079
2019-07-15,6.645512679564718,6.918950045320755
2019-08-01,6.440535677798616,6.9755659902614235
2019-08-15,6.788965243418817,6.974806897716756
2019-09-01,6.783493904975461,6.921444217738019
2019-09-15,6.78426805329538,6.917661375862936
2019-10-01,6.782391204850188,6.779293171834601
2019-10-15,6.733739991200571,6.779838253727508
2019-11-01,,6.845138358506392
2019-11-15,,6.8481759593307014
2019-12-01,,6.847103084076553
2019-12-15,,6.850003535551118
2020-01-01,,6.846391191969041
2020-01-15,6.378314733877888,6.842472292560199
2020-02-01,6.343637873840573,6.844251100331429
2020-02-15,6.277338121783991,6.841224378842866
