Date,Nakuru,Eldoret
2016-01-01,6.867023396662568,7.169730221064618
2016-01-15,6.869118515768734,7.169781299693236
2016-02-01,6.876230575440013,7.164037640079945
2016-02-15,6.757608981292415,7.213918601103608
2016-03-01,6.878404018641677,7.131450049086862
2016-03-15,6.748433797828377,7.196708247217881
2016-04-01,6.751992875719974,7.225408645736647
2016-04-15,6.9135430041200605,7.222308078134845
2016-05-01,6.962469649556401,7.130526275226221
2016-05-15,6.9554126545934585,7.138484680465788
2016-06-01,6.852798928200067,7.1147047574517055
2016-06-15,6.79765558057282,7.185533179420099
2016-07-01,6.843982503292263,7.217415203121175
2016-07-15,6.737072891486363,7.104158571442934
2016-08-01,6.632309433456915,7.112745547408739
2016-08-15,6.631208641538073,7.063341996728399
2016-09-01,6.9351365952064965,7.0632233282827865
2016-09-15,6.731809444368906,7.019906024598643
2016-10-01,6.929380933061017,6.974265221590151
2016-10-15,6.925373799331172,6.925373799331172
2016-11-01,6.822985808792981,6.965220476545805
2016-11-15,6.818181772468007,7.041325323782217
2016-12-01,6.905146019395939,7.043914814405723
2016-12-15,6.901984002258514,7.181657794867471
2017-01-01,6.794897318135682,7.196991447154151
2017-01-15,6.776429311677961,7.178063486739246
2017-02-01,6.763327620516473,7.07928726505375
2017-02-15,6.762430772248937,7.070244375107997
2017-03-01,6.7638162677359945,7.02606432745058
2017-03-15,6.75038306506277,6.974234509413568
2017-04-01,6.737261527967021,6.986230759292689
2017-04-15,6.8747218840778626,6.97335492459719
2017-05-01,6.873213654907773,6.9945116326716015
2017-05-15,6.897971730635504,7.058458358826259
2017-06-01,6.88174041761792,7.018964189957595
2017-06-15,6.7449322539958025,7.039271507476763
2017-07-01,6.7464751031475,7.010389588194085
2017-07-15,6.692089164268168,6.993516699015331
2017-08-01,6.7370553382904745,6.976459410476465
2017-08-15,6.75114158623081,6.9963301184651465
2017-09-01,6.666740957945367,6.995046000138161
2017-09-15,6.754143476901811,7.004158506677808
2017-10-01,6.703019331723461,7.0053468530027905
2017-10-15,6.78107579261386,7.0057085474795375
2017-11-01,6.851787878926591,6.955571619226429
2017-11-15,6.755935558171465,6.850505613971238
2017-12-01,6.753271200298693,6.968037953216787
2017-12-15,6.838022931052672,6.974104458361617
2018-01-01,6.572187155606918,7.011954858107188
2018-01-15,6.826550927891677,6.982421298598462
2018-02-01,6.7347249782338015,7.0730694700285515
2018-02-15,6.732817167039096,6.895963409774932
2018-03-01,6.820686856435466,6.853034690300984
2018-03-15,6.770585908825588,6.789481133242815
2018-04-01,6.664216387777751,6.828998297479748
2018-04-15,6.718715587242694,6.899877915621663
2018-05-01,6.738438894635541,6.91882058661167
2018-05-15,6.765889482420448,6.948053198475381
2018-06-01,6.609410112539349,6.86516405976562
2018-06-15,6.498463287179254,6.919208477838197
2018-07-01,6.501709447859561,6.8971242201142235
2018-07-15,6.469062603563939,6.904797775974861
2018-08-01,6.449563012649042,6.838662929643745
2018-08-15,6.429675613045191,6.887277541529345
2018-09-01,6.482225794633189,6.876305580516228
2018-09-15,6.482422219244187,6.853637404309272
2018-10-01,6.4225499004819016,6.853702869226978
2018-10-15,6.42881924802643,6.86633979008729
2018-11-01,6.488216472940602,6.817174982092692
2018-11-15,6.4760695667111605,6.794639098883614
2018-12-01,6.5915843324302585,6.792769087431823
2018-12-15,6.593231399627761,6.834473981467844
2019-01-01,6.593135685400743,6.841554553592427
2019-01-15,6.593039962011633,6.870297936691901
2019-02-01,6.600684295241168,6.848669086705626
2019-02-15,6.5957691844564295,6.840555289988827
2019-03-01,6.589250736391131,6.89335353905524
2019-03-15,6.578111184822959,6.901152889403155
2019-04-01,6.573631324193517,6.92618209130074
2019-04-15,6.670873651839425,6.949464752589954
2019-05-01,7.0113006456810005,6.974642576299176
2019-05-15,7.007158660948899,6.991319596919153
2019-06-01,7.005875269132802,6.994389141417234
2019-06-15,6.917706503642626,7.036000918758519
2019-07-01,6.821005687111406,6.974667010432691
2019-07-15,6.906071818556762,6.906071818556762
2019-08-01,6.923733134447132,6.9755659902614235
2019-08-15,6.925668942474727,6.974806897716756
2019-09-01,6.949593661004507,6.971849772522331
2019-09-15,6.920171271958031,6.971657374598371
2019-10-01,6.526457830712988,6.967801226486054
2019-10-15,6.9151348718765995,6.938396168542174
2019-11-01,6.8368533069722845,6.9742250696704335
2019-11-15,6.839945460194186,6.978269070785958
2019-12-01,6.838892857333431,6.976537789283746
2019-12-15,6.841020216665926,6.978747061850136
2020-01-01,6.836579175390533,6.97722382479848
2020-01-15,6.309969321138061,6.9756982639555725
2020-02-01,6.308260034758923,6.974027477633943
2020-02-15,,6.970485302343937
