Date,Kisumu,Nairobi
2016-01-01,5.663050592336632,6.253532300921933
2016-01-15,5.665145711442798,6.253304538611959
2016-02-01,5.632303455607044,6.260044436016196
2016-02-15,5.658435682791919,6.246970290885226
2016-03-01,5.650460467056651,6.237589453539799
2016-03-15,5.6453157285155475,6.23413676277972
2016-04-01,5.644411917069104,6.09877443370307
2016-04-15,5.661726557228723,6.131316193506427
2016-05-01,5.662286980255242,6.134762798646367
2016-05-15,5.655378637757975,6.127446251224562
2016-06-01,5.650149312952401,6.120152942198136
2016-06-15,5.645324684896288,6.113878588300459
2016-07-01,5.642164336412144,6.109681433087875
2016-07-15,5.792136561535243,6.107217608175139
2016-08-01,5.791749730263689,6.107350392399816
2016-08-15,5.700689398665549,6.28882214420791
2016-09-01,5.637962998629512,6.295723167605135
2016-09-15,5.6348541569084265,6.292614325884049
2016-10-01,5.710523285267847,6.289515119114008
2016-10-15,5.624883450128195,6.266912176759117
2016-11-01,5.682552025271533,6.26162023913377
2016-11-15,5.768359647969329,6.273454597026335
2016-12-01,5.763139938819203,6.2679388547183335
2016-12-15,5.756721464185711,6.261223410655661
2017-01-01,5.7460122319439355,6.251057492794427
2017-01-15,5.725842173754239,6.230233145309451
2017-02-01,5.718796031024982,6.224367702249815
2017-02-15,5.846394202277281,6.28477209158718
2017-03-01,6.070165435692222,6.317891007993051
2017-03-15,6.057741573514864,6.2991202759365
2017-04-01,6.045890772185865,6.308411055063845
2017-04-15,6.089215612692157,6.375445252063623
2017-05-01,6.217219775604103,6.376084879394346
2017-05-15,6.2257699620812135,6.532308658621877
2017-06-01,6.230121695754557,6.591699853506847
2017-06-15,6.234106630229812,6.582862258287834
2017-07-01,6.236415078500186,6.549287399780526
2017-07-15,6.050020259012001,6.568680282110603
2017-08-01,5.940367478789689,6.541947465824144
2017-08-15,5.832822456095262,6.575182723224684
2017-09-01,5.838244418011139,6.60223928890192
2017-09-15,5.838868489147492,6.452818628046244
2017-10-01,5.789942314452403,6.457360249046529
2017-10-15,5.791097344948546,6.4264567850272565
2017-11-01,5.7086395710418545,6.507873747494992
2017-11-15,5.70524108700508,6.455627486220984
2017-12-01,5.700392527317466,6.477722744858338
2017-12-15,5.690898990958889,6.44157001565702
2018-01-01,5.684368097814075,6.458906603918851
2018-01-15,5.680491409799482,6.391696141330559
2018-02-01,5.691082366106241,6.314520086112383
2018-02-15,5.684141831656925,6.402750076415144
2018-03-01,5.6772491363872915,6.337001217492534
2018-03-15,5.67054198068604,
2018-04-01,5.7977690060576865,
2018-04-15,5.8004367831431525,
2018-05-01,5.795637037213054,6.019775118693772
2018-05-15,5.664432241620108,6.020252119239107
2018-06-01,5.663199000270156,5.99124450939855
2018-06-15,5.670535494594354,6.1207007816204255
2018-07-01,5.672169642394061,5.968766018839951
2018-07-15,5.5193370956035475,5.821907780549079
2018-08-01,5.339466838321893,5.826505813490167
2018-08-15,5.330396879833921,5.853941276007686
2018-09-01,5.57220467577263,5.847703457420768
2018-09-15,5.576181823223533,5.824017987128114
2018-10-01,5.512297429154828,5.84972477568628
2018-10-15,5.513197636284299,5.853008774171027
2018-11-01,5.50906930611186,5.795069292380656
2018-11-15,5.497361205268572,5.79683785421319
2018-12-01,5.4941026261324355,5.856860725024573
2018-12-15,5.492361773658002,5.857475586242599
2019-01-01,5.497380728947945,5.839130022670002
2019-01-15,5.493305968234323,5.8445791434676355
2019-02-01,5.5026258697830075,5.8616236951378795
2019-02-15,5.4982612581313735,5.890392835370073
2019-03-01,5.490638447723022,5.8703894503921665
2019-03-15,5.480054606088573,5.869841901477508
2019-04-01,5.476130764378098,5.887136052861878
2019-04-15,5.617958333492258,5.90094640924076
2019-05-01,5.627142276829259,5.876399905081218
2019-05-15,5.622291851820194,5.884326862045562
2019-06-01,5.754895150102365,5.85675828522802
2019-06-15,5.611646995814282,5.743380796726998
2019-07-01,5.71649165163099,6.138752389225789
2019-07-15,5.811379566268726,6.421349240349763
2019-08-01,5.812096736701151,6.351704464092
2019-08-15,,6.411891381764412
2019-09-01,5.813529536407596,6.306914227860388
2019-09-15,5.813621665459461,6.306206124427684
2019-10-01,5.810214935358393,6.3021720748200005
2019-10-15,5.810849444504627,6.3020303989901905
2019-11-01,,6.308966718409259
2019-11-15,,6.30824225140664
2019-12-01,,6.224201737333471
2019-12-15,,6.103421273535147
2020-01-01,,6.094600745182812
2020-01-15,,6.094080940705022
2020-02-01,5.815279771312942,6.092705343597534
2020-02-15,5.809329647824573,6.089580991601313
