Date,Ngozi,Kigali
2016-01-01,6.408598092521518,6.542949571927629
2016-01-15,6.460386571184393,6.5328452091628675
2016-02-01,6.406835352772732,6.491584640558865
2016-02-15,6.391840125994663,6.529926072459026
2016-03-01,6.296030483522933,6.50209315646616
2016-03-15,6.273848186888247,6.508785577192905
2016-04-01,6.294783285108781,6.393959069372675
2016-04-15,6.392427514520984,6.428558123083476
2016-05-01,6.388299461503785,6.434658363440602
2016-05-15,6.269464588382725,6.40616155682553
2016-06-01,6.372081429814081,6.42210990381126
2016-06-15,6.3003969465061225,6.451228725898029
2016-07-01,6.120506342938995,6.409914251384309
2016-07-15,6.295020733579091,6.379463643047206
2016-08-01,6.519673742875945,6.366924193610912
2016-08-15,6.4416763881801264,6.370332891679585
2016-09-01,6.519407263256823,6.36276153907193
2016-09-15,6.5203903538998285,6.364963630451284
2016-10-01,6.682205652188828,6.4301660741235915
2016-10-15,6.670113371590146,6.397130954596387
2016-11-01,6.65424869187546,6.316348069458082
2016-11-15,6.6416697947296495,6.327422859653935
2016-12-01,6.553897505127037,6.330997027072136
2016-12-15,6.54101188514996,6.329449294029392
2017-01-01,6.449479519531361,6.295078156008032
2017-01-15,6.414818536217622,6.221348180484063
2017-02-01,6.378461541908261,6.230457468036351
2017-02-15,6.37080326022368,6.162556965756881
2017-03-01,6.368019960333542,6.180794742291233
2017-03-15,6.5124627296421265,6.154956133672827
2017-04-01,6.445954217953043,6.147860606432022
2017-04-15,6.516549320956398,6.150192084788358
2017-05-01,6.506867652509703,6.25945436893988
2017-05-15,6.591508875447241,6.247702982524601
2017-06-01,6.446628082758299,6.124835039259821
2017-06-15,6.5192746885441135,6.089406230727802
2017-07-01,6.447677623603061,6.049112543595321
2017-07-15,6.363567750828419,6.099758794000911
2017-08-01,6.433842118035297,6.04281928172804
2017-08-15,6.4275111757103085,6.1628190976380814
2017-09-01,6.4123364946585975,6.099678178768624
2017-09-15,6.475870163674145,6.104195661843307
2017-10-01,6.538860792629208,6.108632012490093
2017-10-15,6.538421125648342,6.114383234047157
2017-11-01,6.5368254892133475,6.1202778103196716
2017-11-15,6.4744889398395555,6.128160232519856
2017-12-01,6.324049000489821,6.136611746278036
2017-12-15,6.243342928811339,6.136377057199373
2018-01-01,6.24830284061415,6.1356656687811855
2018-01-15,6.254981189231674,6.116800713298378
2018-02-01,6.341947216020505,6.127755484831489
2018-02-15,6.2575397613385135,6.141389938410206
2018-03-01,6.209293439928298,6.092001733351607
2018-03-15,6.256656369479209,6.080600658762584
2018-04-01,6.2519820663493,6.114505725023713
2018-04-15,6.248467125921177,6.122207800467896
2018-05-01,6.328791157959663,6.089497161307324
2018-05-15,6.336530152203006,6.086782900304782
2018-06-01,6.257008302039652,6.107145710389409
2018-06-15,6.166247054816765,6.1185064163344025
2018-07-01,6.171137041944937,6.007221894000218
2018-07-15,6.1250332800597125,5.999235081840465
2018-08-01,6.123522895804605,5.941793509760009
2018-08-15,6.1882842611437505,5.940086642981652
2018-09-01,6.2924006772408445,6.048587957805855
2018-09-15,6.295316360728404,6.206653541702109
2018-10-01,6.387876194715173,6.261103475445449
2018-10-15,6.378183745218629,6.2621325198278495
2018-11-01,6.287855932293237,6.25983825818371
2018-11-15,6.376599142127626,6.31762819193753
2018-12-01,6.376599142127626,6.343771363614148
2018-12-15,6.325567986637661,6.4081191200875605
2019-01-01,6.273903548211585,6.403764268107632
2019-01-15,6.2773116492901835,6.12003525298096
2019-02-01,6.2855694964183035,6.261116503080075
2019-02-15,6.277072728548387,6.103828296092471
2019-03-01,6.347985114597247,6.100748812389074
2019-03-15,6.296328635334328,6.2198476327515735
2019-04-01,6.367343755987394,6.245046106770489
2019-04-15,6.363649852873486,6.267030882233326
2019-05-01,6.3643035657296,6.404836673793912
2019-05-15,6.247958681786288,6.343115958118999
2019-06-01,6.304647976523542,6.253105021372525
2019-06-15,6.159546039756805,6.25039826009862
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
