Date,Kisumu,Eldoret
2016-01-01,5.663050592336632,5.791017958218954
2016-01-15,5.665145711442798,5.8041062257760805
2016-02-01,5.632303455607044,5.834943353391172
2016-02-15,5.658435682791919,5.850807575439375
2016-03-01,5.650460467056651,5.873096704586412
2016-03-15,5.6453157285155475,5.962614146993543
2016-04-01,5.644411917069104,5.979918436570358
2016-04-15,5.661726557228723,6.022037267856343
2016-05-01,5.662286980255242,5.872809972160406
2016-05-15,5.655378637757975,5.83770019455193
2016-06-01,5.650149312952401,5.77287877254411
2016-06-15,5.645324684896288,5.740032636437907
2016-07-01,5.642164336412144,5.76654805609988
2016-07-15,5.792136561535243,5.76249940864602
2016-08-01,5.791749730263689,5.748074666761027
2016-08-15,5.700689398665549,5.761130752819049
2016-09-01,5.637962998629512,5.732670950171132
2016-09-15,5.6348541569084265,5.7592378765961625
2016-10-01,5.710523285267847,5.784959108361613
2016-10-15,5.624883450128195,5.8066511437122
2016-11-01,5.682552025271533,5.801029264357392
2016-11-15,5.768359647969329,5.796530524936025
2016-12-01,5.763139938819203,5.844172582227764
2016-12-15,5.756721464185711,5.86522888560173
2017-01-01,5.7460122319439355,5.774423233776715
2017-01-15,5.725842173754239,5.757408639722073
2017-02-01,5.718796031024982,5.8534185312318385
2017-02-15,5.846394202277281,5.845122746289084
2017-03-01,6.070165435692222,5.858293137077639
2017-03-15,6.057741573514864,5.887280644250899
2017-04-01,6.045890772185865,5.928171121944518
2017-04-15,6.089215612692157,5.91008200237439
2017-05-01,6.217219775604103,5.933769618058902
2017-05-15,6.2257699620812135,5.9740928864708565
2017-06-01,6.230121695754557,5.989883711081047
2017-06-15,6.234106630229812,6.009690004268804
2017-07-01,6.236415078500186,6.073295728690168
2017-07-15,6.050020259012001,6.029379691364929
2017-08-01,5.940367478789689,6.023203484368838
2017-08-15,5.832822456095262,6.06556446453141
2017-09-01,5.838244418011139,6.059360599142846
2017-09-15,5.838868489147492,6.060996296341867
2017-10-01,5.789942314452403,6.079294115126479
2017-10-15,5.791097344948546,6.042708817639776
2017-11-01,5.7086395710418545,6.022856007684874
2017-11-15,5.70524108700508,5.981218563507332
2017-12-01,5.700392527317466,5.974129419654204
2017-12-15,5.690898990958889,5.997049812150177
2018-01-01,5.684368097814075,5.9807838502346105
2018-01-15,5.680491409799482,5.959756232188734
2018-02-01,5.691082366106241,6.06155848236434
2018-02-15,5.684141831656925,6.080973792620386
2018-03-01,5.6772491363872915,5.993877811595779
2018-03-15,5.67054198068604,5.946696547966754
2018-04-01,5.7977690060576865,5.982593693069759
2018-04-15,5.8004367831431525,5.963080083016065
2018-05-01,5.795637037213054,5.978165869373074
2018-05-15,5.664432241620108,6.0242361882539806
2018-06-01,5.663199000270156,5.958729846514008
2018-06-15,5.670535494594354,5.996751231048378
2018-07-01,5.672169642394061,5.958059278445527
2018-07-15,5.5193370956035475,5.927021960450024
2018-08-01,5.339466838321893,5.947411942186758
2018-08-15,5.330396879833921,5.908133208882538
2018-09-01,5.57220467577263,5.8906584068911645
2018-09-15,5.576181823223533,5.869317746357778
2018-10-01,5.512297429154828,5.896353268839313
2018-10-15,5.513197636284299,5.885798596994018
2018-11-01,5.50906930611186,5.890149877418732
2018-11-15,5.497361205268572,5.734641646343284
2018-12-01,5.4941026261324355,5.755162258973262
2018-12-15,5.492361773658002,5.85511987255014
2019-01-01,5.497380728947945,5.836734811944047
2019-01-15,5.493305968234323,5.854013175700994
2019-02-01,5.5026258697830075,5.910303368174112
2019-02-15,5.4982612581313735,5.925561294842738
2019-03-01,5.490638447723022,5.8983086283895005
2019-03-15,5.480054606088573,5.949016025755864
2019-04-01,5.476130764378098,5.946134393623834
2019-04-15,5.617958333492258,5.975209480270325
2019-05-01,5.627142276829259,5.98253617298053
2019-05-15,5.622291851820194,6.016759956921022
2019-06-01,5.754895150102365,5.979533842487524
2019-06-15,5.611646995814282,6.0074873905482375
2019-07-01,5.71649165163099,6.127858506551461
2019-07-15,5.811379566268726,6.0466557909083525
2019-08-01,5.812096736701151,6.127535797362545
2019-08-15,,6.125921638498144
2019-09-01,5.813529536407596,6.124307323654025
2019-09-15,5.813621665459461,6.122648649807538
2019-10-01,5.810214935358393,6.120992722604823
2019-10-15,5.810849444504627,6.1197088421962365
2019-11-01,,6.12692720928323
2019-11-15,,6.130131227149029
2019-12-01,,6.128281615454731
2019-12-15,,6.1321637424008015
2020-01-01,,6.130046676134569
2020-01-15,,6.127925118388319
2020-02-01,5.815279771312942,6.1264923411749175
2020-02-15,5.809329647824573,6.123425169284609
