Date,Meru,Eldoret
2016-01-01,,7.169730221064618
2016-01-15,,7.169781299693236
2016-02-01,,7.164037640079945
2016-02-15,,7.213918601103608
2016-03-01,,7.131450049086862
2016-03-15,,7.196708247217881
2016-04-01,,7.225408645736647
2016-04-15,,7.222308078134845
2016-05-01,,7.130526275226221
2016-05-15,,7.138484680465788
2016-06-01,,7.1147047574517055
2016-06-15,,7.185533179420099
2016-07-01,,7.217415203121175
2016-07-15,,7.104158571442934
2016-08-01,,7.112745547408739
2016-08-15,,7.063341996728399
2016-09-01,,7.0632233282827865
2016-09-15,,7.019906024598643
2016-10-01,,6.974265221590151
2016-10-15,,6.925373799331172
2016-11-01,,6.965220476545805
2016-11-15,,7.041325323782217
2016-12-01,,7.043914814405723
2016-12-15,,7.181657794867471
2017-01-01,,7.196991447154151
2017-01-15,,7.178063486739246
2017-02-01,,7.07928726505375
2017-02-15,,7.070244375107997
2017-03-01,,7.02606432745058
2017-03-15,,6.974234509413568
2017-04-01,,6.986230759292689
2017-04-15,,6.97335492459719
2017-05-01,,6.9945116326716015
2017-05-15,6.618749096401022,7.058458358826259
2017-06-01,6.616766744535951,7.018964189957595
2017-06-15,6.253426844787594,7.039271507476763
2017-07-01,6.2183965729975075,7.010389588194085
2017-07-15,6.286355275080574,6.993516699015331
2017-08-01,6.332102394085951,6.976459410476465
2017-08-15,6.344155565281938,6.9963301184651465
2017-09-01,6.347042671594628,6.995046000138161
2017-09-15,6.348678368793648,7.004158506677808
2017-10-01,6.353370535522481,7.0053468530027905
2017-10-15,6.39990337707474,7.0057085474795375
2017-11-01,6.398875541394341,6.955571619226429
2017-11-15,6.397660730246647,6.850505613971238
2017-12-01,6.348822869095615,6.968037953216787
2017-12-15,6.385507092158509,6.974104458361617
2018-01-01,6.333428946101424,7.011954858107188
2018-01-15,6.269249420091233,6.982421298598462
2018-02-01,6.303709170008167,7.0730694700285515
2018-02-15,6.333358082991144,6.895963409774932
2018-03-01,6.397253054784485,6.853034690300984
2018-03-15,6.38003055508371,6.789481133242815
2018-04-01,6.38666894688887,6.828998297479748
2018-04-15,6.388776086909848,6.899877915621663
2018-05-01,6.411225983427125,6.91882058661167
2018-05-15,6.20224095268945,6.948053198475381
2018-06-01,6.0247331791525935,6.86516405976562
2018-06-15,6.0489719303145995,6.919208477838197
2018-07-01,6.031705818613825,6.8971242201142235
2018-07-15,6.079904811264352,6.904797775974861
2018-08-01,6.125748708343024,6.838662929643745
2018-08-15,6.171964065512139,6.887277541529345
2018-09-01,6.084279518939052,6.876305580516228
2018-09-15,6.160490223749327,6.853637404309272
2018-10-01,6.02445995151566,6.853702869226978
2018-10-15,6.080902928243835,6.86633979008729
2018-11-01,6.13262319487261,6.817174982092692
2018-11-15,6.188812032580339,6.794639098883614
2018-12-01,6.296332201117933,6.792769087431823
2018-12-15,6.342078014909487,6.834473981467844
2019-01-01,6.268066001924324,6.841554553592427
2019-01-15,6.188135234977254,6.870297936691901
2019-02-01,6.377540743926958,6.848669086705626
2019-02-15,6.344612596914546,6.840555289988827
2019-03-01,6.366383085202827,6.89335353905524
2019-03-15,6.354133489153418,6.901152889403155
2019-04-01,6.37629211432237,6.92618209130074
2019-04-15,6.386036531519875,6.949464752589954
2019-05-01,6.512519092407855,6.974642576299176
2019-05-15,6.5081674948299115,6.991319596919153
2019-06-01,6.566656276212781,6.994389141417234
2019-06-15,6.661181722696382,7.036000918758519
2019-07-01,6.575586864175662,6.974667010432691
2019-07-15,6.481973862166198,6.906071818556762
2019-08-01,6.56667362328174,6.9755659902614235
2019-08-15,6.644756165940486,6.974806897716756
2019-09-01,6.71564269559263,6.971849772522331
2019-09-15,6.781835231128974,6.971657374598371
2019-10-01,6.779293171834601,6.967801226486054
2019-10-15,6.734763699625318,6.938396168542174
2019-11-01,,6.9742250696704335
2019-11-15,6.6392747647320345,6.978269070785958
2019-12-01,6.632204273852051,6.976537789283746
2019-12-15,,6.978747061850136
2020-01-01,,6.97722382479848
2020-01-15,,6.9756982639555725
2020-02-01,,6.974027477633943
2020-02-15,,6.970485302343937
