Date,Kigali,Gitega
2016-01-01,6.60766588664732,6.459891386909068
2016-01-15,6.610654572924529,6.459617636121516
2016-02-01,6.527022138629751,6.501887548902307
2016-02-15,6.442398033096756,6.443872670487751
2016-03-01,6.452704987440505,6.520347161353491
2016-03-15,6.4211218419049745,6.5333855943495855
2016-04-01,6.3818572677861045,6.523269680833486
2016-04-15,6.41215791168947,6.539287761085563
2016-05-01,6.417968668847862,6.53770778093075
2016-05-15,6.395864436139286,6.3803578082557735
2016-06-01,6.4089058284778835,6.0709872481644265
2016-06-15,6.4016191643122715,5.966428056179064
2016-07-01,6.378190424051511,5.993141465230137
2016-07-15,6.356308915970608,6.023357310282948
2016-08-01,6.342013303231424,6.289776334388422
2016-08-15,6.3408838873316,6.302063355045061
2016-09-01,6.330911713184831,6.286334858522034
2016-09-15,6.3556792310702805,6.341848220948411
2016-10-01,6.439363167604508,6.440990212214313
2016-10-15,6.480043589115258,6.428844231194422
2016-11-01,6.474282247601098,6.413760208119562
2016-11-15,6.47109870135023,6.565924788878522
2016-12-01,6.524600555311195,6.626395225756319
2016-12-15,6.5255426678105755,6.680483654040794
2017-01-01,6.475499345730819,6.672071954821702
2017-01-15,6.4639965817871365,6.564426895605274
2017-02-01,6.451213162169567,6.600496445658807
2017-02-15,6.443533324611391,6.593529768367878
2017-03-01,6.442376201211883,6.517898615383441
2017-03-15,6.436966041172141,6.509152962817491
2017-04-01,6.440075778214787,6.587362343091382
2017-04-15,6.463288771472494,6.5523933461603034
2017-05-01,6.442049560979761,6.361534665085089
2017-05-15,6.462544947443345,6.2371482855202585
2017-06-01,6.403458646909942,5.7518503784391
2017-06-15,6.41471937139723,6.020229898809272
2017-07-01,6.475176050086961,6.181476219488276
2017-07-15,6.446638099291727,6.1302518980046505
2017-08-01,6.459817760557138,6.097567946974433
2017-08-15,6.438948204351826,6.05700108263572
2017-09-01,6.430693375926778,6.098678935803556
2017-09-15,6.422478174743804,6.235269809955775
2017-10-01,6.414993285944068,6.230014936380357
2017-10-15,6.445740370001599,6.313978779144703
2017-11-01,6.451586290392824,6.313681937899138
2017-11-15,6.469509205980361,6.320648193379105
2017-12-01,6.474646642455611,6.141727443695866
2017-12-15,6.478276715555951,6.196294511578947
2018-01-01,6.478518161893035,6.153468737943311
2018-01-15,6.478694573112903,6.156977511799556
2018-02-01,6.457100498300085,5.873398132485764
2018-02-15,6.395930343785088,6.055986842616671
2018-03-01,6.335332305585795,6.058198742476585
2018-03-15,6.306490925556851,6.058011838653323
2018-04-01,6.18968824395645,6.052017710312596
2018-04-15,6.2245899073714615,6.048502769884473
2018-05-01,6.211731714648499,6.14997223171691
2018-05-15,6.241209328100147,6.154791515856918
2018-06-01,6.117567405851823,6.103914425481159
2018-06-15,6.188758733831661,6.059528238765761
2018-07-01,6.066910390681981,6.0644182258939345
2018-07-15,6.053190075962875,6.069332238350434
2018-08-01,5.988006352915141,5.954787007852328
2018-08-15,5.990702507062162,6.027409392846542
2018-09-01,6.048587957805855,6.092436321204141
2018-09-15,6.111864964969682,6.144883157301278
2018-10-01,6.117110741575557,6.098483257859764
2018-10-15,6.117882910983303,6.19468502525166
2018-11-01,6.114812486133453,6.192225701277987
2018-11-15,6.117133012052837,6.287855932293237
2018-12-01,6.10092178002919,6.288655612463802
2018-12-15,6.153694269392262,6.369819675847595
2019-01-01,6.190398089631717,6.363056253642558
2019-01-15,6.058201002373025,6.3680733655268575
2019-02-01,6.124458980700333,6.1896170558340335
2019-02-15,6.17333983979022,6.182407502007309
2019-03-01,6.17692304328469,6.002792329552534
2019-03-15,6.1851219213777435,5.993403166542349
2019-04-01,6.272019544272039,6.239378814185892
2019-04-15,6.1696200310578195,6.323733245468043
2019-05-01,6.196981814994793,6.322999759588364
2019-05-15,6.199957793106037,6.153141801342456
2019-06-01,6.157305325363597,5.653141353007913
2019-06-15,6.156069595177607,5.803648600068721
2019-07-01,6.198301556359853,5.866528944979853
2019-07-15,6.238822015055675,
2019-08-01,6.246327730506429,
2019-08-15,6.24697062490582,6.034440939794341
2019-09-01,6.205457075521442,6.083157029159058
2019-09-15,6.233701501018683,6.0785464216874034
2019-10-01,6.214141559495124,6.075864257748773
2019-10-15,6.2057513020777195,6.118338319909624
2019-11-01,6.161263440769722,6.057141238932744
2019-11-15,6.283678256888192,6.101710326020077
2019-12-01,6.402695676499886,6.189428464197081
2019-12-15,6.515501844392555,6.184598471815756
2020-01-01,6.492717592138983,6.078256920030737
2020-01-15,6.50794577195153,6.071789985576339
2020-02-01,6.370257147920791,6.161012678510912
2020-02-15,6.327826025278375,6.158041924924759
