Date,Gitega,Ngozi
2016-01-01,6.354958130390406,6.102116937636919
2016-01-15,6.296193319508928,6.028834720029062
2016-02-01,6.295466642500111,5.92122619419895
2016-02-15,6.219167838606589,5.930182834374392
2016-03-01,6.196920769565578,5.997301919080965
2016-03-15,6.215285657680169,6.080085279967258
2016-04-01,6.2685493066527105,6.005313902082904
2016-04-15,6.2448465439168865,5.933500328882644
2016-05-01,6.276004167750348,5.928901748804555
2016-05-15,6.3471103380017535,5.832381726287005
2016-06-01,6.3467325664113945,5.826894749932891
2016-06-15,6.248512111137111,5.993810719415189
2016-07-01,6.121536739732892,5.913976592287441
2016-07-15,6.06122374962229,5.749577396731779
2016-08-01,6.118685997163968,5.835119156857294
2016-08-15,6.054106785775607,5.908513281514768
2016-09-01,6.113426558333937,5.906778490054323
2016-09-15,6.1197329473597675,5.91138181063483
2016-10-01,6.182765350647962,5.914724628175666
2016-10-15,6.171191488735813,6.0463516042297485
2016-11-01,6.158721983744145,6.1562859289462635
2016-11-15,6.198589299717723,6.143269121689526
2016-12-01,6.187018391014063,6.239638643431095
2016-12-15,6.227036512848734,6.275433053710585
2017-01-01,6.216734233622041,6.26880949077588
2017-01-15,6.126676587924211,6.233048551417794
2017-02-01,6.195862938430169,6.291324244122646
2017-02-15,6.188342708363827,6.190009375416296
2017-03-01,6.1380872803223605,6.080106540280961
2017-03-15,6.074327947695857,6.083595854626639
2017-04-01,6.078764511948255,6.278549747862325
2017-04-15,6.076078355817974,6.277044715576592
2017-05-01,6.058842929982743,6.265595796077003
2017-05-15,6.081335537032618,6.281201403477482
2017-06-01,6.017923362638963,6.075748554299915
2017-06-15,6.020229898809272,6.077610732578964
2017-07-01,6.080425544975555,5.89961513316127
2017-07-15,5.958457693318694,6.018392984072269
2017-08-01,6.065958368034437,5.95475143657423
2017-08-15,6.1135762051051,6.059859588631684
2017-09-01,6.149972230191106,6.149972230191106
2017-09-15,6.1396451152880305,6.143099350156119
2017-10-01,6.136273384348659,6.229229698805654
2017-10-15,6.228869104423331,6.228869104423331
2017-11-01,6.22772098117416,6.229294545621591
2017-11-15,6.143087519847287,6.319924866041962
2017-12-01,6.141727443695866,6.237235662910681
2017-12-15,6.2425502216751,6.243342928811339
2018-01-01,6.153468737943311,6.24830284061415
2018-01-15,6.156977511799556,6.254981189231674
2018-02-01,6.253744180498596,5.93648210791234
2018-02-15,6.164449338272502,5.93868912606712
2018-03-01,6.258163098513289,5.871986130189663
2018-03-15,6.2053630750916575,5.872393469021647
2018-04-01,6.206445744184067,5.801812236955429
2018-04-15,5.931205053334922,5.865792788148753
2018-05-01,5.927702424451297,5.719727094610259
2018-05-15,6.049819425140857,5.643382971643061
2018-06-01,6.054662047298414,5.5646538286159455
2018-06-15,6.1574827568231765,5.567933976927659
2018-07-01,6.169390316609996,5.739145179503344
2018-07-15,6.069332238350434,5.883119626063513
2018-08-01,5.954787007852328,5.8892268125399205
2018-08-15,5.833106697070522,5.676875716929893
2018-09-01,5.839733967648386,5.767163274813551
2018-09-15,5.839103867079471,5.768670592030551
2018-10-01,5.772910311696586,5.917726034587793
2018-10-15,5.837505158302958,5.908180115972894
2018-11-01,5.836556287841273,5.968201480598184
2018-11-15,5.839065699446699,5.9068882957854605
2018-12-01,5.836556287841273,5.9068882957854605
2018-12-15,5.831975429995446,6.024504345490049
2019-01-01,5.954645635304637,6.018907569523006
2019-01-15,5.961872692839739,5.898069736281122
2019-02-01,5.966915103113885,5.901934983382253
2019-02-15,5.958820590011928,5.894725429555528
2019-03-01,6.060303042145466,6.111845806410822
2019-03-15,6.051032279378985,6.105520464663054
2019-04-01,6.037793958316353,6.092602194811349
2019-04-15,6.0355482813788095,6.090356517873804
2019-05-01,6.035317687136583,6.090018822849641
2019-05-15,6.048383876844774,6.15223723321203
2019-06-01,6.058606461116078,6.081504425209332
2019-06-15,5.936856106050736,5.994140488272787
2019-07-01,5.972782970220485,5.993078061798194
2019-07-15,,5.9889936469020695
2019-08-01,6.040981947770994,5.98489248111995
2019-08-15,6.235479620541233,6.188880762315532
2019-09-01,6.229324184132877,6.229324184132877
2019-09-15,6.389982580147292,6.224975055420751
2019-10-01,6.388707875976541,6.222292891482121
2019-10-15,6.380914471230329,6.296980019745178
2019-11-01,6.373115776289848,6.372406304816314
2019-11-15,6.42100389929766,6.363647938984261
2019-12-01,6.499975802181657,6.357064639876909
2019-12-15,6.494305120385539,6.389081600412562
2020-01-01,6.48248210237558,6.340049102102762
2020-01-15,6.475394628031583,6.333582167648364
2020-02-01,6.468348321045469,6.278795714167296
2020-02-15,6.4664468739510985,6.2274859072798545
