Date,Masindi,Lira
2016-01-01,,5.410867959495913
2016-01-15,,5.2638587113706174
2016-02-01,,5.091450246302431
2016-02-15,,5.1276900020119776
2016-03-01,,5.215838062480285
2016-03-15,5.749321675046353,5.2776013385717055
2016-04-01,5.744222189877199,
2016-04-15,5.768514838364622,
2016-05-01,5.767067917751043,
2016-05-15,5.7556450336796825,5.492372641406479
2016-06-01,5.76003831041583,5.547932192264347
2016-06-15,5.75827196051943,5.558939057898939
2016-07-01,5.745138005155248,5.654238814326608
2016-07-15,5.746732172140972,5.6504351626364935
2016-08-01,5.742253776773199,5.5446179850062025
2016-08-15,5.742379355806811,5.540194655513445
2016-09-01,6.0443917344748135,5.533937237081611
2016-09-15,6.0388009473109765,5.412003251676704
2016-10-01,6.03042545473073,5.460957370352296
2016-10-15,6.012178564337852,5.445999762404194
2016-11-01,5.9908120879316105,5.526585482262797
2016-11-15,5.957754267850688,5.4469286440846965
2016-12-01,5.9505543844603475,5.437939317926372
2016-12-15,5.959831323878339,5.447627340142226
2017-01-01,5.953697640081862,5.497376696581344
2017-01-15,6.048198643118658,5.643384932889939
2017-02-01,6.134535205606046,5.596310607651941
2017-02-15,6.127784079959406,5.635845373847415
2017-03-01,6.124489577113207,5.6341624748955565
2017-03-15,6.121292687066978,5.751701517861699
2017-04-01,6.1151308672858455,5.788716895128923
2017-04-15,6.354883688438217,5.894476170595299
2017-05-01,6.3454359953062385,6.043431360169944
2017-05-15,6.354372984576003,5.783409002071478
2017-06-01,6.226266351540886,5.797460866115625
2017-06-15,6.124503715111705,5.71903860700354
2017-07-01,6.122483898456167,5.631893952120291
2017-07-15,6.322586646191995,5.720622281086634
2017-08-01,6.3185081821123745,5.623736305825427
2017-08-15,6.317699905974179,5.423792202869158
2017-09-01,6.310436724590128,5.41895718941226
2017-09-15,6.3089287205934035,5.417449185415537
2017-10-01,6.159197452685268,5.411983050855047
2017-10-15,6.09294639019578,5.342936347741292
2017-11-01,6.096754435110813,5.283441623247333
2017-11-15,6.096423615231827,5.283993023640264
2017-12-01,6.0930990441139725,5.28116832756406
2017-12-15,5.694091677996334,5.2848882477775625
2018-01-01,5.680526165783623,5.068819317163852
2018-01-15,5.842409381144868,4.993391829878138
2018-02-01,5.839799265618317,5.074331423478746
2018-02-15,5.839995909933781,5.146848729373835
2018-03-01,5.900059830945873,5.209331031250209
2018-03-15,5.896287447650069,5.132759470328324
2018-04-01,5.57770024830641,5.021412250463662
2018-04-15,5.575304755982544,5.123795709372973
2018-05-01,5.566226000180676,5.116156585835759
2018-05-15,5.563709162228571,5.084912781034857
2018-06-01,5.5458622527665895,4.939726449196274
2018-06-15,5.524629599794531,4.5130286881160515
2018-07-01,5.6625158431961315,4.510848991572132
2018-07-15,5.5559317625192515,4.544330850840772
2018-08-01,5.558402786077907,4.661980257420478
2018-08-15,5.5407693909168145,4.751633834527906
2018-09-01,5.533225900578179,4.522474967701403
2018-09-15,5.832803228683907,4.514828111541494
2018-10-01,5.839586949853373,4.516574038681002
2018-10-15,5.84284145138766,4.526708868959703
2018-11-01,5.848587107306206,4.642117422781683
2018-11-15,5.8569590430692235,4.852756438872189
2018-12-01,5.349524937947573,4.853675768371139
2018-12-15,5.356716232503921,4.730655345160345
2019-01-01,5.347515002611756,4.942049894503591
2019-01-15,5.3544504483574284,5.100216309973188
2019-02-01,5.361320841910057,5.109427877309861
2019-02-15,5.560130248617659,5.241055463758015
2019-03-01,5.547922489204874,5.227376269354647
2019-03-15,5.544055993006281,5.161732413459811
2019-04-01,5.533492954450284,5.212721725191387
2019-04-15,5.528341086086172,5.271703635316351
2019-05-01,5.519785375089453,5.696991831216638
2019-05-15,5.688915201782019,5.691784644209972
2019-06-01,5.6922920157620975,5.764146119530081
2019-06-15,5.705720210627866,5.54303462835077
2019-07-01,5.658828887316167,5.497004148961136
2019-07-15,,5.448752198015116
2019-08-01,,5.283829017302559
2019-08-15,,5.086228299901257
2019-09-01,5.445595523276932,5.088139634355128
2019-09-15,5.446463486848908,5.087187761210118
2019-10-01,5.441869527626314,5.086236793266025
2019-10-15,5.436593056800403,5.211616324404532
2019-11-01,5.434975517849471,5.326761933209239
2019-11-15,5.436627487596057,5.32883091714035
2019-12-01,5.480981264860992,5.459853718435117
2019-12-15,5.48762048209678,5.330582130612325
2020-01-01,5.613902240403721,5.430360427204537
2020-01-15,5.615892905502677,5.329223491365282
2020-02-01,5.435553883768156,5.212410332453946
2020-02-15,5.435249456553208,5.212105905238999
