Date,Gitega,Bujumbura
2016-01-01,6.865100051882092,
2016-01-15,6.796639172399495,6.724345967883887
2016-02-01,6.795266595321443,6.72111633361112
2016-02-15,6.778783626542012,6.713649690084677
2016-03-01,6.7660341127686685,6.778373024222383
2016-03-15,6.774901445615591,6.8223937510694235
2016-04-01,6.826199041133555,6.840010335592104
2016-04-15,6.8490244834866045,6.8505570508363824
2016-05-01,6.845448202454812,6.84800182999163
2016-05-15,6.747834118025431,6.827597222733355
2016-06-01,6.522128887772034,6.726614396253107
2016-06-15,6.40337779635737,6.629557669051358
2016-07-01,6.439896842275917,6.681005393113499
2016-07-15,6.529176096097467,6.717638920913505
2016-08-01,6.6040351960843635,6.677712509890824
2016-08-15,6.604195317677902,6.675043008008737
2016-09-01,6.6738524505225225,6.675617676047092
2016-09-15,6.6789081743070815,6.71241795320596
2016-10-01,6.682205652188828,6.714559716263698
2016-10-15,6.670113371590146,6.739498784789694
2016-11-01,6.656913386272335,6.7443435598438075
2016-11-15,6.710702043271596,6.776824205047225
2016-12-01,6.819769861284269,6.822683899286118
2016-12-15,6.86289733852379,6.947218165402806
2017-01-01,6.855862479929755,6.960718281084678
2017-01-15,6.7625571178219355,6.971474282524568
2017-02-01,6.836534868985286,6.937483564363597
2017-02-15,6.880655512571653,6.976496739689599
2017-03-01,6.773022319706008,6.874603427454372
2017-03-15,6.71097374466288,6.87339414713954
2017-04-01,6.825832500893881,6.714180423789458
2017-04-15,6.818856204014143,6.875166738423355
2017-05-01,6.714431531347168,6.868722394815225
2017-05-15,6.717461284424855,6.718693266840134
2017-06-01,6.275775210324592,6.58685742406695
2017-06-15,6.501184359241759,6.55420882754998
2017-07-01,6.587083706752373,6.521785595756783
2017-07-15,6.517312504122805,6.488271229329376
2017-08-01,6.513148083852709,6.440095223814597
2017-08-15,6.501454443918998,6.4275111757103085
2017-09-01,6.520346018488,6.448159276512173
2017-09-15,6.549713223468156,6.441925987160964
2017-10-01,6.603039018320619,6.471513334923606
2017-10-15,6.662752554799725,6.468851220100371
2017-11-01,6.662668441846831,6.468658040802564
2017-11-15,6.668827279658887,6.460127156928624
2017-12-01,6.611731072941602,6.476642290187626
2017-12-15,6.618234456890616,6.4825220383197335
2018-01-01,6.559515410476124,6.472715427631664
2018-01-15,6.559529713682596,6.4563708436722385
2018-02-01,6.3368395799621595,6.341947216020505
2018-02-15,6.4238609767860275,6.344154234175285
2018-03-01,6.42607287664594,6.346366134035198
2018-03-15,6.422977584926722,6.342542775301656
2018-04-01,6.471621871444935,6.380133352342867
2018-04-15,6.416376904053828,6.336670161443085
2018-05-01,6.616473230411444,6.331710868062998
2018-05-15,6.624576589752642,6.626759996733585
2018-06-01,6.5674275358822305,6.278193872739031
2018-06-15,6.569965437589987,6.257901504570224
2018-07-01,6.507359933096713,6.219677860644931
2018-07-15,6.511026284755057,6.176051054401437
2018-08-01,6.440799661675883,6.434047441558596
2018-08-15,6.449841314481712,6.370751494971978
2018-09-01,6.5328811482083315,6.378417919542773
2018-09-15,6.533509701046613,6.379463837528869
2018-10-01,6.541084515433901,6.504600469023315
2018-10-15,6.600150133359824,6.530652338862903
2018-11-01,6.597690809386151,6.564274812466308
2018-11-15,6.662999280515012,6.633429483160795
2018-12-01,6.69385423156306,6.631161908493015
2018-12-15,6.718687258923526,6.623170018346125
2019-01-01,6.7120547500829515,6.7685213617507225
2019-01-15,6.656123017471842,6.743180332399326
2019-02-01,6.595082163942198,6.685131716444689
2019-02-15,6.5181195713551245,6.604285639756804
2019-03-01,6.428488333446317,6.5699303434193475
2019-03-15,6.4184493198496195,6.561457823123636
2019-04-01,6.479482980807147,6.582641850817505
2019-04-15,6.609150311288972,6.609717044089632
2019-05-01,6.6114345607170115,6.568203858743479
2019-05-15,6.4893556734098485,6.524892407686636
2019-06-01,6.3432628126513215,6.5304575421327336
2019-06-15,6.254691216673205,
2019-07-01,6.336248967105975,
2019-07-15,,
2019-08-01,,6.552413448562486
2019-08-15,6.547288808941099,6.611258986784031
2019-09-01,6.634236347797868,6.634236347797868
2019-09-15,6.688521001564885,6.630440163528916
2019-10-01,6.5974015371096915,6.657757522255605
2019-10-15,6.593265529262515,6.70653302317301
2019-11-01,6.643630045119263,6.801022218870693
2019-11-15,6.689702350816131,6.794857506580023
2019-12-01,6.68209183025225,6.927393011309704
2019-12-15,6.730434276198684,6.921320157780837
2020-01-01,6.770474300430715,6.665630447145529
2020-01-15,6.6044934926943135,6.659163512691131
2020-02-01,6.594241924221874,6.704573633641416
2020-02-15,6.531994829502916,6.703783813796977
