Date,Kampala,Masindi
2016-01-01,5.470728347419592,
2016-01-15,5.458969852156508,
2016-02-01,5.460547710239721,
2016-02-15,5.456993749154578,
2016-03-01,5.428510313927199,
2016-03-15,5.430104293642521,5.749321675046353
2016-04-01,5.461639567537767,5.744222189877199
2016-04-15,5.566097417567529,5.768514838364622
2016-05-01,5.567228546636379,5.767067917751043
2016-05-15,5.595170821967687,5.7556450336796825
2016-06-01,5.611889148977269,5.76003831041583
2016-06-15,5.612619207362562,5.75827196051943
2016-07-01,5.911840245564505,5.745138005155248
2016-07-15,5.6792556011719855,5.746732172140972
2016-08-01,5.54276441635688,5.742253776773199
2016-08-15,5.534623610463989,5.742379355806811
2016-09-01,5.533937237081611,6.0443917344748135
2016-09-15,5.58418308839212,6.0388009473109765
2016-10-01,5.633328596293082,6.03042545473073
2016-10-15,5.653388594799817,6.012178564337852
2016-11-01,5.7656386678618405,5.9908120879316105
2016-11-15,5.733866391976621,5.957754267850688
2016-12-01,5.728602018516291,5.9505543844603475
2016-12-15,5.735801902138559,5.959831323878339
2017-01-01,5.731147736751843,5.953697640081862
2017-01-15,5.7298585308937655,6.048198643118658
2017-02-01,5.730052415847992,6.134535205606046
2017-02-15,5.726010375083201,6.127784079959406
2017-03-01,5.720502665874353,6.124489577113207
2017-03-15,5.811989948718504,6.121292687066978
2017-04-01,5.790089578940895,6.1151308672858455
2017-04-15,5.958899158256917,6.354883688438217
2017-05-01,6.102029828334253,6.3454359953062385
2017-05-15,6.109099196459389,6.354372984576003
2017-06-01,6.033060576314948,6.226266351540886
2017-06-15,5.798513035977917,6.124503715111705
2017-07-01,5.676134973936596,6.122483898456167
2017-07-15,5.719883455785202,6.322586646191995
2017-08-01,5.623736305825427,6.3185081821123745
2017-08-15,5.528757383475383,6.317699905974179
2017-09-01,5.6189089775824845,6.310436724590128
2017-09-15,5.7011708566512205,6.3089287205934035
2017-10-01,5.5896642280924995,6.159197452685268
2017-10-15,5.600378535003355,6.09294639019578
2017-11-01,5.4036072545508675,6.096754435110813
2017-11-15,5.508936755458621,6.096423615231827
2017-12-01,5.400951363887112,6.0930990441139725
2017-12-15,5.405414085303052,5.694091677996334
2018-01-01,5.341019025467256,5.680526165783623
2018-01-15,5.398856937986302,5.842409381144868
2018-02-01,5.398827469053243,5.839799265618317
2018-02-15,5.501201391272897,5.839995909933781
2018-03-01,5.331933353342541,5.900059830945873
2018-03-15,5.3284461754094945,5.896287447650069
2018-04-01,5.320655145316519,5.57770024830641
2018-04-15,5.37278049187107,5.575304755982544
2018-05-01,5.307211822598467,5.566226000180676
2018-05-15,5.245255431110037,5.563709162228571
2018-06-01,5.225047245462376,5.5458622527665895
2018-06-15,4.918493796224216,5.524629599794531
2018-07-01,4.922703897779067,5.6625158431961315
2018-07-15,5.235160533260355,5.5559317625192515
2018-08-01,5.110232640733851,5.558402786077907
2018-08-15,5.090235997406944,5.5407693909168145
2018-09-01,4.840078720018234,5.533225900578179
2018-09-15,4.734190940015797,5.832803228683907
2018-10-01,4.743484072790689,5.839586949853373
2018-10-15,4.837486656206132,5.84284145138766
2018-11-01,4.929799495233464,5.848587107306206
2018-11-15,5.097291180167716,5.8569590430692235
2018-12-01,5.098210509666667,5.349524937947573
2018-12-15,4.949208222765956,5.356716232503921
2019-01-01,5.167659538312995,5.347515002611756
2019-01-15,5.267067944995011,5.3544504483574284
2019-02-01,5.302970958847781,5.361320841910057
2019-02-15,5.359091567870766,5.560130248617659
2019-03-01,5.344647141107389,5.547922489204874
2019-03-15,5.340780644908796,5.544055993006281
2019-04-01,5.3849382601271465,5.533492954450284
2019-04-15,5.40823271379379,5.528341086086172
2019-05-01,5.864484127981471,5.519785375089453
2019-05-15,5.834407818866163,5.688915201782019
2019-06-01,5.867905353820933,5.6922920157620975
2019-06-15,5.700038377160435,5.705720210627866
2019-07-01,5.615845094691474,5.658828887316167
2019-07-15,,
2019-08-01,5.422650721538611,
2019-08-15,5.223026601671128,
2019-09-01,5.253389207250436,5.445595523276932
2019-09-15,5.285013504540038,5.446463486848908
2019-10-01,5.336103414720988,5.441869527626314
2019-10-15,5.3565503491268665,5.436593056800403
2019-11-01,5.481495533484364,5.434975517849471
2019-11-15,5.510474737547807,5.436627487596057
2019-12-01,5.528609313850247,5.480981264860992
2019-12-15,5.578517035568579,5.48762048209678
2020-01-01,5.615425469944242,5.613902240403721
2020-01-15,5.432963261125375,5.615892905502677
2020-02-01,5.383303193424278,5.435553883768156
2020-02-15,5.269516812452338,5.435249456553208
