Date,Nairobi,Mombasa
2016-01-01,5.727903134516193,5.663050592336632
2016-01-15,5.702948076089333,5.665145711442798
2016-02-01,5.705047593937068,5.672257771114077
2016-02-15,5.691551291576417,5.651678900329039
2016-03-01,5.681257740805567,5.616937775018008
2016-03-15,5.677805050045487,5.559612094317776
2016-04-01,5.676002241356694,5.508948156693528
2016-04-15,5.694302727663336,5.6263395456444005
2016-05-01,5.691557362555356,5.628726783762941
2016-05-15,5.689500550827232,5.623469969304146
2016-06-01,5.684271226021658,5.648495052856374
2016-06-15,5.7094492130658265,5.645324684896288
2016-07-01,5.7062888645816825,5.642164336412144
2016-07-15,5.702791461199394,5.701232614430102
2016-08-01,5.702404629927838,5.7330818821748855
2016-08-15,5.636358540284409,5.75819389314574
2016-09-01,5.636305997421883,5.732670950171132
2016-09-15,5.634025999511198,5.6348541569084265
2016-10-01,5.631754950138386,5.726462901680004
2016-10-15,5.691548031855556,5.720646562679751
2016-11-01,5.684113305838485,5.715593832472825
2016-11-15,5.678747489279642,5.709519147946396
2016-12-01,5.673393650962927,5.7042127310879
2016-12-15,5.666840644768128,5.698466882606674
2017-01-01,5.6555892258743565,5.828932639445087
2017-01-15,5.637504712496552,5.8083487644079135
2017-02-01,5.756644175719524,5.798502773635724
2017-02-15,5.918685313466101,5.894760727380856
2017-03-01,5.965644198304391,5.893770863952085
2017-03-15,5.952268704618338,5.931263106852228
2017-04-01,5.9389513681883095,6.044876058755317
2017-04-15,5.935226184175415,6.040135130622588
2017-05-01,6.037439516238821,6.08743755590237
2017-05-15,6.043448405287259,6.156595783368672
2017-06-01,6.0484778753471,6.106228931967803
2017-06-15,6.147326547331649,6.10914137552613
2017-07-01,6.09409885631993,6.0124208253056635
2017-07-15,6.0093684917455406,6.0093684917455406
2017-08-01,6.045955241352255,5.798358695976124
2017-08-15,5.951169348546963,5.8025463916065
2017-09-01,5.957432935276257,5.731476442585433
2017-09-15,5.838868489147492,5.615090218675191
2017-10-01,5.789942314452403,5.585998293645282
2017-10-15,5.78841996717783,5.647585063326344
2017-11-01,5.839259753458919,5.648741429460785
2017-11-15,5.837862975246761,5.643752455676265
2017-12-01,5.833923919941989,5.546241847490208
2017-12-15,5.874681468392518,5.569821059405653
2018-01-01,5.818264920736835,5.594161829927926
2018-01-15,5.830468460863813,5.625046498777687
2018-02-01,5.722114475353969,5.6259706148010675
2018-02-15,5.735793228107389,5.562411186352244
2018-03-01,5.618234964950236,5.488603902297297
2018-03-15,5.6110414513169395,5.481896746596045
2018-04-01,,5.478688512148342
2018-04-15,,5.442339363857878
2018-05-01,5.5891451194912865,5.404987014890031
2018-05-15,5.60878098707073,5.476969285325734
2018-06-01,5.576448073861501,5.51190955272393
2018-06-15,5.593345855903224,5.516384814767096
2018-07-01,5.569670359017267,5.451887323360883
2018-07-15,5.4888778881188385,5.452128345910097
2018-08-01,5.459460796833347,5.298810832680764
2018-08-15,5.436557075662312,5.247015270894869
2018-09-01,5.438673283148107,5.197511226331219
2018-09-15,5.284324379361271,5.288499750771752
2018-10-01,5.214531237636422,5.110171222312179
2018-10-15,5.210916764411365,5.106058887618105
2018-11-01,5.207282627478537,5.198150143915265
2018-11-15,5.303447292269301,5.274217653954362
2018-12-01,5.191622332581704,5.348390814951041
2018-12-15,5.3583460022397995,5.3505638617977445
2019-01-01,5.371993093906342,5.352724675040466
2019-01-15,5.416344927098195,5.352533414353242
2019-02-01,5.4267273868554975,5.360036012356825
2019-02-15,5.37882122126736,5.313287179888288
2019-03-01,5.301672348210398,5.344731837670846
2019-03-15,5.400289637619711,5.336953762447899
2019-04-01,5.407137892891147,5.476130764378098
2019-04-15,5.570751928922461,5.755085558829836
2019-05-01,5.57607355855524,5.807565399260921
2019-05-15,5.5830140756979105,5.729077884469241
2019-06-01,5.7321955625862575,5.7270804619194875
2019-06-15,5.730706355830271,5.743380796726998
2019-07-01,5.8170807193050305,5.771672679766035
2019-07-15,5.845985095446202,5.7694321342994135
2019-08-01,5.752997736003181,5.747388497238671
2019-08-15,5.746629404694002,5.746629404694002
2019-09-01,5.813529536407596,5.743367757715662
2019-09-15,5.813816010033001,5.743795460590952
2019-10-01,5.74005315666646,5.74005315666646
2019-10-15,5.759364169368541,5.7270849619597355
2019-11-01,5.7214621011750655,
2019-11-15,5.722984032857879,
2019-12-01,5.713122016246839,
2019-12-15,5.626878299010426,
2020-01-01,5.645938088041276,
2020-01-15,5.631963517254477,5.645532246460546
2020-02-01,5.642436958473532,5.592702952799393
2020-02-15,5.6137081930822825,5.6137081930822825
