Date,Bujumbura,Kamembe
2016-01-01,,
2016-01-15,6.60004825120631,
2016-02-01,6.597767214342511,
2016-02-15,6.582412948532878,
2016-03-01,6.564108554549303,
2016-03-15,6.659235400459884,
2016-04-01,6.657688778798149,
2016-04-15,6.666089241493887,
2016-05-01,6.662768616861289,
2016-05-15,6.609217731160357,
2016-06-01,6.575574138840242,
2016-06-15,6.460579527431087,
2016-07-01,6.349816409168869,
2016-07-15,6.34726513261661,
2016-08-01,6.4809637725885425,
2016-08-15,6.526575831966613,
2016-09-01,6.5598168015947,
2016-09-15,6.56548547753061,
2016-10-01,6.567866474121912,
2016-10-15,6.557396984067386,
2016-11-01,6.562401232135851,
2016-11-15,6.6612639294265605,
2016-12-01,6.696744509446637,
2016-12-15,6.7801063467968765,
2017-01-01,6.798272240540615,
2017-01-15,6.761338645635116,
2017-02-01,6.7832338893375255,
2017-02-15,6.829274348582534,
2017-03-01,6.667687517929822,
2017-03-15,6.7040533018183055,
2017-04-01,6.65343300464985,6.346257022997133
2017-04-15,6.71283219170475,6.255188069320304
2017-05-01,6.70109470733715,6.154823380945268
2017-05-15,6.592626818548583,6.159742208330838
2017-06-01,6.402324417872969,6.042773208624642
2017-06-15,6.364820103532932,6.043120302970567
2017-07-01,6.281010311329168,6.0444959670451395
2017-07-15,6.276039711466149,6.043398828931567
2017-08-01,6.2726234905071925,6.100006126870855
2017-08-15,6.260097702004639,6.256489932812973
2017-09-01,6.3330119198705015,6.248098183886897
2017-09-15,6.325420906950073,6.338202777573049
2017-10-01,6.317157126372986,6.411904215356539
2017-10-15,6.315421780838095,6.421148966864277
2017-11-01,6.314404220342962,6.140935821940094
2017-11-15,6.3242570027810965,6.153501804480335
2017-12-01,6.321867974543461,6.159666166554744
2017-12-15,6.330552384438835,6.039446517702006
2018-01-01,6.33491731345092,6.040736731833174
2018-01-15,6.3289196171763376,5.903780169615618
2018-02-01,6.255332743183734,5.895246995341916
2018-02-15,6.2575397613385135,5.891147034475059
2018-03-01,6.259751661198427,5.8858695278639335
2018-03-15,6.255862403578032,5.874018616037375
2018-04-01,6.2519820663493,5.862250120202743
2018-04-15,6.155221585935476,5.911991483655146
2018-05-01,6.151718957051852,5.850939046591927
2018-05-15,6.49151347154548,5.857831007394825
2018-06-01,6.052718412089843,5.85133137678565
2018-06-15,5.995377991754598,5.715401469812731
2018-07-01,6.008515448312788,5.714933967524803
2018-07-15,5.952034521800883,5.724966553248536
2018-08-01,6.22703327217427,5.7180867368032
2018-08-15,6.159913564014535,5.798460661882215
2018-09-01,6.246032062060443,5.699267578706793
2018-09-15,6.224212038118892,5.828634410202692
2018-10-01,6.3513185989813765,5.863882437112367
2018-10-15,6.382585806619267,5.8653361966561315
2018-11-01,6.378062200179386,6.114812486133453
2018-11-15,6.470177489087192,6.116167294932878
2018-12-01,6.367775555469111,6.126214957168272
2018-12-15,6.406554090607581,6.1175342879778185
2019-01-01,6.586199804956768,5.874081712383829
2019-01-15,6.5380643098633335,5.806886574092119
2019-02-01,6.489590766797371,5.783351741574972
2019-02-15,6.446543246123182,5.853069577745288
2019-03-01,6.427106163219366,5.842238117237573
2019-03-15,6.455163164474013,5.830464123861751
2019-04-01,6.480129602232846,5.95376740573558
2019-04-15,6.493915047711387,6.1696200310578195
2019-05-01,6.474082664085085,6.254762640460417
2019-05-15,6.453848984952939,6.077542376421421
2019-06-01,6.39529549000291,5.959423476330518
2019-06-15,,5.93112586335925
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,6.0364631851751085,
2019-09-01,6.133682274353707,
2019-09-15,6.223312544647138,
2019-10-01,6.175535543462111,
2019-10-15,6.213731975652058,
2019-11-01,6.252669623213981,
2019-11-15,6.285263410063279,
2019-12-01,6.355641152092056,
2019-12-15,6.348544953304716,
2020-01-01,6.17221437727505,
2020-01-15,6.251630151518908,
2020-02-01,6.2023750675322935,
2020-02-15,6.284249610240393,
